Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,1-RJ-1-AL           ,0.01,,,,,,
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,4.86,1.15,37.36,0.72,435.0,768.72,14.81
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,2.55,0.54,17.4,0.38,435.0,682.35,14.9
Alagoas,1-RJ-1-AL           ,2.26,0.51,13.04,0.44,436.0,576.99,19.47
Alagoas,1-RJ-1-AL           ,2.88,0.61,18.38,0.82,437.0,638.19,28.47
Alagoas,1-RJ-1-AL           ,2.13,0.57,12.71,0.71,438.0,596.71,33.33
Alagoas,1-RJ-1-AL           ,3.25,0.66,20.66,0.29,436.0,635.69,8.92
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,2.41,0.68,16.5,0.24,437.0,684.65,9.96
Alagoas,1-RJ-1-AL           ,0.91,0.04,1.36,,440.0,149.45,
Alagoas,1-RJ-1-AL           ,0.12,,,,,,
Alagoas,1-RJ-1-AL           ,0.63,,,,,,
Alagoas,1-RJ-1-AL           ,1.0,0.02,1.15,0.18,442.0,115.0,18.0
Alagoas,1-RJ-1-AL           ,0.42,,,,,,
Alagoas,1-RJ-1-AL           ,0.28,,,,,,
Alagoas,1-RJ-1-AL           ,0.31,,,,,,
Alagoas,1-RJ-1-AL           ,0.75,,,,,,
Alagoas,1-RJ-1-AL           ,0.58,,,,,,
Alagoas,1-RJ-1-AL           ,0.65,,,,,,
Alagoas,1-RJ-1-AL           ,0.63,,,,,,
Alagoas,1-FPB-3-AL          ,4.69,,,,,,
Alagoas,1-FPB-3-AL          ,0.01,0.01,,0.92,,,9200.0
Alagoas,1-FPB-3-AL          ,1.7,0.16,4.36,0.99,420.0,256.47,58.24
Alagoas,1-FPB-3-AL          ,0.2,0.01,0.34,0.31,422.0,170.0,155.0
Alagoas,1-FPB-3-AL          ,0.04,0.01,,0.92,,,2300.0
Alagoas,1-FPB-3-AL          ,0.1,0.02,,0.39,,,390.0
Alagoas,1-FPB-3-AL          ,0.19,0.02,0.06,0.45,420.0,31.58,236.84
Alagoas,1-FPB-3-AL          ,0.88,0.08,0.78,0.87,423.0,88.64,98.86
Alagoas,1-FPB-3-AL          ,0.68,0.07,1.14,0.67,429.0,167.65,98.53
Alagoas,1-FPB-3-AL          ,0.8,0.07,0.69,0.9,425.0,86.25,112.5
Alagoas,1-FPB-3-AL          ,0.22,0.05,0.17,0.46,431.0,77.27,209.09
Alagoas,1-FPB-3-AL          ,1.0,0.23,3.44,0.76,423.0,344.0,76.0
Alagoas,1-FPB-3-AL          ,0.53,0.06,1.05,0.55,421.0,198.11,103.77
Alagoas,1-FPB-3-AL          ,0.5,0.05,0.79,0.56,420.0,158.0,112.0
Alagoas,1-FPB-3-AL          ,0.45,0.04,0.53,0.86,426.0,117.78,191.11
Alagoas,1-FPB-3-AL          ,0.3,0.03,0.72,0.42,428.0,240.0,140.0
Alagoas,1-FPB-3-AL          ,0.53,0.05,1.41,0.49,428.0,266.04,92.45
Alagoas,1-FPB-3-AL          ,0.6,0.05,1.41,0.55,426.0,235.0,91.67
Alagoas,1-FPB-3-AL          ,2.03,0.37,10.32,0.93,420.0,508.37,45.81
Alagoas,1-FPB-3-AL          ,0.7,0.07,1.66,0.59,422.0,237.14,84.29
Alagoas,1-FPB-3-AL          ,0.22,0.01,0.13,0.44,427.0,59.09,200.0
Alagoas,1-FPB-3-AL          ,1.36,0.16,4.73,0.8,430.0,347.79,58.82
Alagoas,1-FPB-3-AL          ,1.21,0.12,3.69,0.73,428.0,304.96,60.33
Alagoas,1-FPB-3-AL          ,1.23,0.21,7.29,0.59,432.0,592.68,47.97
Alagoas,1-FPB-3-AL          ,0.91,0.12,4.01,0.52,430.0,440.66,57.14
Alagoas,1-FPB-3-AL          ,2.54,0.27,15.55,0.82,430.0,612.2,32.28
Alagoas,1-FPB-3-AL          ,1.29,0.14,5.31,0.58,430.0,411.63,44.96
Alagoas,1-FPB-3-AL          ,3.93,0.55,33.83,1.14,429.0,860.81,29.01
Alagoas,1-FPB-3-AL          ,1.27,0.14,3.69,0.56,427.0,290.55,44.09
Alagoas,1-FPB-3-AL          ,2.55,0.29,14.0,0.94,427.0,549.02,36.86
Alagoas,1-FPB-3-AL          ,0.76,0.03,1.19,0.61,421.0,156.58,80.26
Alagoas,1-FPB-3-AL          ,2.1,0.26,12.12,0.72,426.0,577.14,34.29
Alagoas,1-FPB-3-AL          ,0.62,0.04,0.79,0.45,429.0,127.42,72.58
Alagoas,1-FPB-3-AL          ,1.6,0.18,6.84,0.68,426.0,427.5,42.5
Alagoas,1-FPB-3-AL          ,2.13,0.2,10.69,0.66,431.0,501.88,30.99
Alagoas,1-FPB-3-AL          ,2.0,0.27,9.04,0.83,423.0,452.0,41.5
Alagoas,1-FPB-3-AL          ,2.39,0.3,11.68,0.87,421.0,488.7,36.4
Alagoas,1-FPB-3-AL          ,0.28,0.04,0.42,0.14,427.0,150.0,50.0
Alagoas,1-FPB-3-AL          ,4.38,0.62,25.64,1.09,425.0,585.39,24.89
Alagoas,1-FPB-3-AL          ,5.1,0.68,33.24,1.17,428.0,651.76,22.94
Alagoas,1-FPB-3-AL          ,4.44,0.64,26.28,1.11,424.0,591.89,25.0
Alagoas,1-FPB-3-AL          ,2.4,0.28,12.39,0.84,429.0,516.25,35.0
Alagoas,1-FPB-3-AL          ,3.44,0.93,19.0,0.97,423.0,552.33,28.2
Alagoas,1-FPB-3-AL          ,2.9,1.02,19.3,0.81,429.0,665.52,27.93
Alagoas,1-FPB-3-AL          ,3.03,0.72,17.65,0.9,426.0,582.51,29.7
Alagoas,1-FPB-3-AL          ,1.1,0.7,5.54,0.56,426.0,503.64,50.91
Alagoas,1-FPB-3-AL          ,1.56,0.52,6.71,0.61,426.0,430.13,39.1
Alagoas,1-FPB-3-AL          ,0.3,0.12,0.44,0.15,427.0,146.67,50.0
Alagoas,1-FPB-3-AL          ,1.12,0.12,3.66,0.65,430.0,326.79,58.04
Alagoas,1-FPB-3-AL          ,1.7,0.75,9.84,0.81,424.0,578.82,47.65
Alagoas,1-FPB-3-AL          ,1.63,0.26,7.65,0.7,430.0,469.33,42.94
Alagoas,1-FPB-3-AL          ,1.72,0.25,9.4,0.74,427.0,546.51,43.02
Alagoas,1-FPB-3-AL          ,3.62,0.65,21.48,1.06,426.0,593.37,29.28
Alagoas,1-FPB-3-AL          ,1.62,0.12,5.78,0.64,431.0,356.79,39.51
Alagoas,1-FPB-3-AL          ,2.07,0.24,9.1,0.8,430.0,439.61,38.65
Alagoas,1-FPB-3-AL          ,1.73,0.37,9.29,0.66,426.0,536.99,38.15
Alagoas,1-FPB-3-AL          ,3.74,0.54,18.44,1.02,424.0,493.05,27.27
Alagoas,1-FPB-3-AL          ,0.86,0.08,2.05,0.5,435.0,238.37,58.14
Alagoas,1-FPB-3-AL          ,0.81,0.07,1.44,0.41,432.0,177.78,50.62
Alagoas,1-FPB-3-AL          ,1.27,0.1,4.44,0.57,435.0,349.61,44.88
Alagoas,1-FPB-3-AL          ,1.48,0.13,5.45,0.71,434.0,368.24,47.97
Alagoas,1-FPB-3-AL          ,0.53,0.12,2.0,0.58,436.0,377.36,109.43
Alagoas,1-FPB-3-AL          ,1.63,0.18,7.68,1.03,433.0,471.17,63.19
Alagoas,1-FPB-3-AL          ,3.27,0.69,20.19,0.87,431.0,617.43,26.61
Alagoas,1-FPB-3-AL          ,1.74,0.19,9.12,0.72,438.0,524.14,41.38
Alagoas,1-FPB-3-AL          ,1.64,0.26,8.78,0.55,447.0,535.37,33.54
Alagoas,1-FPB-3-AL          ,0.53,0.07,1.72,0.2,436.0,324.53,37.74
Alagoas,1-FPB-3-AL          ,2.05,0.49,10.49,0.67,434.0,511.71,32.68
Alagoas,1-FPB-3-AL          ,1.58,0.59,9.04,0.61,437.0,572.15,38.61
Alagoas,1-FPB-3-AL          ,2.0,0.6,11.18,0.77,432.0,559.0,38.5
Alagoas,1-FPB-3-AL          ,2.22,0.58,11.0,0.76,433.0,495.5,34.23
Alagoas,1-FPB-3-AL          ,1.7,0.5,9.61,0.66,436.0,565.29,38.82
Alagoas,1-FPB-3-AL          ,1.09,1.71,5.24,0.73,433.0,480.73,66.97
Alagoas,1-FPB-3-AL          ,0.6,0.08,1.57,0.39,436.0,261.67,65.0
Alagoas,1-FPB-3-AL          ,0.56,0.41,2.46,0.57,434.0,439.29,101.79
Alagoas,1-FPB-3-AL          ,0.4,0.08,1.34,0.53,436.0,335.0,132.5
Alagoas,1-FPB-3-AL          ,0.54,0.12,2.43,0.56,438.0,450.0,103.7
Alagoas,1-FPB-3-AL          ,2.6,0.64,15.18,0.87,436.0,583.85,33.46
Alagoas,1-FPB-3-AL          ,3.28,0.95,20.19,0.89,435.0,615.55,27.13
Alagoas,1-FPB-3-AL          ,3.17,1.1,20.37,0.77,437.0,642.59,24.29
Alagoas,1-FPB-3-AL          ,1.28,0.21,6.89,0.58,442.0,538.28,45.31
Alagoas,1-FPB-3-AL          ,3.58,1.47,23.77,0.84,436.0,663.97,23.46
Alagoas,1-FPB-3-AL          ,1.06,0.22,5.19,0.28,438.0,489.62,26.42
Alagoas,1-FPB-3-AL          ,1.08,0.18,3.84,0.27,435.0,355.56,25.0
Alagoas,1-FPB-3-AL          ,0.31,0.05,1.1,0.11,438.0,354.84,35.48
Alagoas,1-FPB-3-AL          ,0.12,0.01,0.07,0.1,439.0,58.33,83.33
Alagoas,1-FPB-3-AL          ,0.07,0.01,,0.08,,,114.29
Alagoas,1-FPB-3-AL          ,0.57,0.09,1.39,0.24,441.0,243.86,42.11
Alagoas,1-FPB-3-AL          ,0.2,0.04,0.13,0.1,439.0,65.0,50.0
Alagoas,1-FPB-3-AL          ,0.26,0.02,0.21,0.09,441.0,80.77,34.62
Alagoas,1-FPB-3-AL          ,0.3,0.04,0.44,0.21,443.0,146.67,70.0
Alagoas,1-FPB-3-AL          ,0.3,0.05,0.45,0.02,441.0,150.0,6.67
Alagoas,1-FPB-3-AL          ,0.54,0.09,1.61,0.15,441.0,298.15,27.78
Alagoas,1-FPB-3-AL          ,0.4,0.07,0.36,0.18,438.0,90.0,45.0
Alagoas,1-FPB-3-AL          ,0.32,0.2,0.7,2.56,437.0,218.75,800.0
Alagoas,1-FPB-3-AL          ,0.24,0.07,0.35,0.51,446.0,145.83,212.5
Alagoas,1-FPB-3-AL          ,0.35,0.05,0.26,0.33,435.0,74.29,94.29
Alagoas,1-FPB-3-AL          ,0.4,0.06,0.24,0.46,468.0,60.0,115.0
Alagoas,1-FPB-3-AL          ,0.54,0.05,0.53,0.33,441.0,98.15,61.11
Alagoas,1-FPB-3-AL          ,0.3,0.07,0.2,0.33,442.0,66.67,110.0
Alagoas,1-FPB-3-AL          ,0.47,0.07,0.31,0.34,443.0,65.96,72.34
Alagoas,1-FPB-3-AL          ,0.4,0.07,0.4,0.5,440.0,100.0,125.0
Alagoas,1-FPB-3-AL          ,0.47,0.1,0.42,0.62,441.0,89.36,131.91
Alagoas,1-FPB-3-AL          ,0.43,0.1,0.4,0.87,441.0,93.02,202.33
Alagoas,1-FPB-3-AL          ,0.45,0.09,0.33,0.25,443.0,73.33,55.56
Alagoas,1-FPB-3-AL          ,0.4,0.05,0.15,0.26,443.0,37.5,65.0
Alagoas,1-FPB-3-AL          ,0.41,0.08,0.13,1.02,444.0,31.71,248.78
Alagoas,1-FPB-3-AL          ,0.4,0.08,0.22,0.17,442.0,55.0,42.5
Alagoas,1-FPB-3-AL          ,0.28,0.1,0.28,0.93,441.0,100.0,332.14
Alagoas,1-FPB-3-AL          ,0.3,0.02,0.09,0.19,457.0,30.0,63.33
Alagoas,1-FPB-3-AL          ,0.29,0.05,0.1,0.31,,34.48,106.9
Alagoas,1-FPB-3-AL          ,0.4,0.04,0.24,0.96,446.0,60.0,240.0
Alagoas,1-FPB-3-AL          ,0.38,0.06,0.27,0.21,440.0,71.05,55.26
Alagoas,1-FPB-3-AL          ,0.36,0.05,0.19,0.18,454.0,52.78,50.0
Alagoas,1-FPB-3-AL          ,0.35,0.05,0.18,0.17,445.0,51.43,48.57
Alagoas,1-FPB-3-AL          ,0.3,0.03,0.12,0.18,447.0,40.0,60.0
Alagoas,1-FPB-3-AL          ,0.22,0.02,0.09,0.11,448.0,40.91,50.0
Alagoas,1-FPB-3-AL          ,0.2,0.04,0.16,0.22,456.0,80.0,110.0
Alagoas,1-FPB-3-AL          ,0.48,0.08,0.33,0.15,450.0,68.75,31.25
Alagoas,1-FPB-3-AL          ,0.3,0.04,0.17,0.15,444.0,56.67,50.0
Alagoas,1-FPB-3-AL          ,0.86,0.18,1.07,0.27,445.0,124.42,31.4
Alagoas,1-FPB-3-AL          ,0.3,0.07,0.24,0.14,444.0,80.0,46.67
Alagoas,1-FPB-3-AL          ,0.41,0.07,0.26,0.18,448.0,63.41,43.9
Alagoas,1-FPB-3-AL          ,0.3,0.05,0.16,0.13,447.0,53.33,43.33
Alagoas,1-FPB-3-AL          ,0.37,0.06,0.25,0.11,447.0,67.57,29.73
Alagoas,1-FPB-3-AL          ,0.57,0.13,0.41,0.25,446.0,71.93,43.86
Alagoas,1-FPB-3-AL          ,0.45,0.08,0.17,0.33,450.0,37.78,73.33
Alagoas,1-FPB-3-AL          ,0.44,0.06,0.17,0.2,452.0,38.64,45.45
Alagoas,1-FPB-3-AL          ,0.47,0.06,0.11,0.24,440.0,23.4,51.06
Alagoas,1-FPB-3-AL          ,0.69,0.12,0.33,0.22,449.0,47.83,31.88
Alagoas,1-FPB-3-AL          ,0.47,0.06,0.22,0.38,451.0,46.81,80.85
Alagoas,1-FPB-3-AL          ,0.53,0.1,0.31,0.23,453.0,58.49,43.4
Alagoas,1-FPB-3-AL          ,0.49,0.06,0.19,0.33,456.0,38.78,67.35
Alagoas,1-FPB-3-AL          ,0.42,0.05,0.24,0.15,449.0,57.14,35.71
Alagoas,1-FPB-3-AL          ,0.34,0.11,0.23,0.22,,67.65,64.71
Alagoas,1-FPB-3-AL          ,0.39,0.07,0.34,0.25,439.0,87.18,64.1
Alagoas,1-FPB-3-AL          ,0.43,0.09,0.31,0.42,451.0,72.09,97.67
Alagoas,1-FPB-3-AL          ,0.5,0.13,0.29,0.32,451.0,58.0,64.0
Alagoas,1-FPB-3-AL          ,0.36,0.07,0.15,0.19,444.0,41.67,52.78
Alagoas,1-FPB-3-AL          ,0.28,0.07,0.22,0.2,449.0,78.57,71.43
Alagoas,1-FPB-3-AL          ,0.45,0.13,0.3,0.22,410.0,66.67,48.89
Alagoas,1-FPB-3-AL          ,0.2,0.09,0.3,0.11,411.0,150.0,55.0
Alagoas,1-FPB-3-AL          ,0.31,0.1,0.13,0.22,423.0,41.94,70.97
Alagoas,1-FPB-3-AL          ,0.2,0.03,0.07,0.13,440.0,35.0,65.0
Alagoas,1-FPB-3-AL          ,0.24,0.04,0.02,0.21,457.0,8.33,87.5
Alagoas,1-FPB-3-AL          ,0.6,0.22,0.61,0.26,451.0,101.67,43.33
Alagoas,1-FPB-3-AL          ,0.57,0.19,0.34,0.58,454.0,59.65,101.75
Alagoas,1-FPB-3-AL          ,0.29,0.08,0.11,0.3,466.0,37.93,103.45
Alagoas,1-FPB-3-AL          ,0.44,0.22,0.38,0.27,419.0,86.36,61.36
Alagoas,1-FPB-3-AL          ,0.34,0.14,0.18,0.2,,52.94,58.82
Alagoas,1-FPB-3-AL          ,0.22,0.06,0.05,0.11,,22.73,50.0
Alagoas,1-FPB-3-AL          ,0.46,0.11,0.26,0.16,451.0,56.52,34.78
Alagoas,1-FPB-3-AL          ,0.38,0.1,0.12,0.23,,31.58,60.53
Alagoas,1-FPB-3-AL          ,0.28,0.09,0.11,0.42,,39.29,150.0
Alagoas,1-FPB-3-AL          ,0.4,0.15,0.14,0.41,412.0,35.0,102.5
Alagoas,1-FPB-3-AL          ,0.23,0.06,0.04,0.14,,17.39,60.87
Alagoas,1-FPB-3-AL          ,0.28,0.05,0.04,0.11,421.0,14.29,39.29
Alagoas,1-FPB-3-AL          ,0.5,0.18,0.17,0.17,,34.0,34.0
Alagoas,1-FPB-3-AL          ,0.38,0.1,0.08,0.24,,21.05,63.16
Alagoas,1-FPB-3-AL          ,0.37,0.09,0.08,0.14,,21.62,37.84
Alagoas,1-FPB-3-AL          ,0.6,0.18,0.18,0.33,430.0,30.0,55.0
Alagoas,1-FPB-3-AL          ,0.65,0.33,0.5,0.27,,76.92,41.54
Alagoas,1-FPB-3-AL          ,0.34,0.07,0.03,0.12,,8.82,35.29
Alagoas,1-FPB-3-AL          ,0.14,0.03,,0.03,,,21.43
Alagoas,1-FPB-3-AL          ,0.25,0.1,0.05,0.18,,20.0,72.0
Alagoas,1-FPB-3-AL          ,0.18,0.03,0.03,0.09,,16.67,50.0
Alagoas,1-FPB-3-AL          ,0.3,0.06,0.08,0.26,,26.67,86.67
Alagoas,1-FPB-3-AL          ,0.22,0.04,,0.18,,,81.82
Alagoas,1-FPB-3-AL          ,0.25,0.02,,0.18,,,72.0
Alagoas,1-FPB-3-AL          ,0.13,0.01,,0.14,,,107.69
Alagoas,1-FPB-3-AL          ,0.29,0.03,,0.22,,,75.86
Alagoas,1-FPB-3-AL          ,0.17,0.02,,0.22,,,129.41
Alagoas,1-FPB-3-AL          ,0.36,0.06,0.02,0.14,,5.56,38.89
Alagoas,1-FPB-3-AL          ,0.49,0.09,0.04,0.18,,8.16,36.73
Alagoas,1-FPB-3-AL          ,0.34,0.04,,0.2,,,58.82
Alagoas,1-FPB-3-AL          ,0.32,0.03,,0.12,,,37.5
Alagoas,1-FPB-3-AL          ,0.38,0.03,,0.15,,,39.47
Alagoas,1-FPB-3-AL          ,0.44,0.07,,0.15,,,34.09
Alagoas,1-FPB-3-AL          ,0.23,0.01,,0.02,,,8.7
Alagoas,1-FPB-3-AL          ,0.12,,,0.04,,,33.33
Alagoas,1-FPB-3-AL          ,0.42,0.12,,0.15,,,35.71
Alagoas,1-FPB-3-AL          ,0.42,0.07,,0.31,,,73.81
Alagoas,1-FPB-3-AL          ,0.45,0.07,0.07,0.34,,15.56,75.56
Alagoas,1-FPB-3-AL          ,0.28,0.04,0.01,0.03,,3.57,10.71
Alagoas,1-FPB-3-AL          ,0.28,0.04,0.03,0.01,,10.71,3.57
Alagoas,1-FPB-3-AL          ,0.58,0.09,0.12,0.09,,20.69,15.52
Alagoas,1-FPB-3-AL          ,0.32,0.04,0.06,,,18.75,
Alagoas,1-FPB-3-AL          ,0.39,0.04,0.19,0.02,,48.72,5.13
Alagoas,1-FPB-3-AL          ,0.3,0.1,0.32,0.24,407.0,106.67,80.0
Alagoas,1-FPB-3-AL          ,0.5,0.04,,0.19,,,38.0
Alagoas,1-FPB-3-AL          ,0.24,0.01,,,,,
Alagoas,1-FPB-3-AL          ,0.57,0.04,0.03,0.24,425.0,5.26,42.11
Alagoas,1-FPB-3-AL          ,0.39,0.03,,,,,
Alagoas,1-FPB-3-AL          ,0.86,0.06,0.04,0.11,,4.65,12.79
Alagoas,1-FPB-3-AL          ,0.3,0.01,,,,,
Alagoas,1-FPB-3-AL          ,0.28,0.02,,0.03,,,10.71
Alagoas,1-FPB-3-AL          ,0.4,0.05,0.09,0.2,,22.5,50.0
Alagoas,1-FPB-3-AL          ,0.32,0.03,0.03,0.08,,9.38,25.0
Alagoas,1-FPB-3-AL          ,0.36,0.02,0.05,0.14,,13.89,38.89
Alagoas,1-FPB-3-AL          ,0.22,0.03,,,,,
Alagoas,1-FPB-3-AL          ,0.24,0.02,0.01,,,4.17,
Alagoas,1-FPB-3-AL          ,0.58,0.01,0.07,0.61,,12.07,105.17
Alagoas,1-FPB-3-AL          ,0.12,0.01,0.01,,,8.33,
Alagoas,1-FPB-3-AL          ,0.1,,,0.07,,,70.0
Alagoas,1-RSM-1-AL          ,3.4,0.62,36.3,0.32,439.0,1067.65,9.41
Alagoas,1-RSM-1-AL          ,2.58,0.36,17.67,0.23,438.0,684.88,8.91
Alagoas,1-RSM-1-AL          ,3.14,0.41,23.1,0.29,438.0,735.67,9.24
Alagoas,1-RSM-1-AL          ,2.86,0.42,23.31,0.31,438.0,815.03,10.84
Alagoas,1-RSM-1-AL          ,2.69,0.37,18.29,0.3,436.0,679.93,11.15
Alagoas,1-RSM-1-AL          ,2.2,0.27,13.81,0.25,433.0,627.73,11.36
Alagoas,1-RSM-1-AL          ,1.96,0.25,12.03,0.17,437.0,613.78,8.67
Alagoas,1-RSM-1-AL          ,1.32,0.12,4.59,0.2,441.0,347.73,15.15
Alagoas,1-RSM-1-AL          ,7.26,2.29,70.46,0.59,437.0,970.52,8.13
Alagoas,1-RSM-1-AL          ,4.29,0.97,33.72,0.37,436.0,786.01,8.62
Alagoas,1-RSM-1-AL          ,1.66,0.16,8.46,0.19,446.0,509.64,11.45
Alagoas,1-RSM-1-AL          ,1.93,0.19,11.7,0.21,444.0,606.22,10.88
Alagoas,1-RSM-1-AL          ,2.36,0.25,14.06,0.2,440.0,595.76,8.47
Alagoas,1-RSM-1-AL          ,5.08,1.3,42.43,0.27,437.0,835.24,5.31
Alagoas,1-RSM-1-AL          ,2.21,0.27,13.97,0.18,442.0,632.13,8.14
Alagoas,1-RSM-1-AL          ,1.87,0.2,9.96,0.17,440.0,532.62,9.09
Alagoas,1-RSM-1-AL          ,2.57,0.38,14.85,0.26,438.0,577.82,10.12
Alagoas,1-RSM-1-AL          ,2.82,0.43,21.64,0.35,440.0,767.38,12.41
Alagoas,1-RSM-1-AL          ,4.81,1.54,52.63,0.34,438.0,1094.18,7.07
Alagoas,1-RSM-1-AL          ,2.52,0.51,22.42,0.21,440.0,889.68,8.33
Alagoas,1-RSM-1-AL          ,1.46,0.28,12.2,0.26,441.0,835.62,17.81
Alagoas,1-RSM-1-AL          ,0.47,,,,,,
Alagoas,1-RSM-1-AL          ,1.2,0.11,7.45,0.18,439.0,620.83,15.0
Alagoas,1-RSM-1-AL          ,1.17,0.05,4.25,0.14,443.0,363.25,11.97
Alagoas,1-RSM-1-AL          ,0.97,0.04,3.0,0.15,443.0,309.28,15.46
Alagoas,1-RSM-1-AL          ,1.44,0.11,5.17,0.22,441.0,359.03,15.28
Alagoas,1-RSM-1-AL          ,1.19,0.06,3.23,0.2,440.0,271.43,16.81
Alagoas,1-RSM-1-AL          ,1.25,0.06,3.64,0.2,442.0,291.2,16.0
Alagoas,1-RSM-1-AL          ,0.75,0.02,0.92,0.15,445.0,122.67,20.0
Alagoas,1-RSM-1-AL          ,1.0,0.04,2.12,0.14,448.0,212.0,14.0
Alagoas,1-RSM-1-AL          ,1.03,0.06,2.29,0.2,446.0,222.33,19.42
Alagoas,1-RSM-1-AL          ,0.76,0.03,0.86,0.17,446.0,113.16,22.37
Alagoas,1-RSM-1-AL          ,0.79,0.04,0.49,0.25,447.0,62.03,31.65
Alagoas,1-RSM-1-AL          ,0.56,0.04,0.28,0.33,449.0,50.0,58.93
Alagoas,1-RSM-1-AL          ,0.5,0.04,0.32,0.21,445.0,64.0,42.0
Alagoas,1-RSM-1-AL          ,0.4,,,,,,
Alagoas,1-RSM-1-AL          ,0.4,,,,,,
Alagoas,1-RSM-1-AL          ,0.54,0.03,0.33,0.14,447.0,61.11,25.93
Alagoas,1-RSM-1-AL          ,0.53,0.01,0.36,0.11,451.0,67.92,20.75
Alagoas,1-RSM-1-AL          ,0.4,,,,,,
Alagoas,1-RSM-1-AL          ,0.47,,,,,,
Alagoas,1-RSM-1-AL          ,0.45,,,,,,
Alagoas,1-RSM-1-AL          ,0.44,,,,,,
Alagoas,1-RSM-1-AL          ,0.43,,,,,,
Alagoas,1-RSM-1-AL          ,0.46,,,,,,
Alagoas,1-RSM-1-AL          ,0.66,0.04,0.42,0.21,450.0,63.64,31.82
Alagoas,1-RSM-1-AL          ,0.58,0.03,0.3,0.17,450.0,51.72,29.31
Alagoas,1-RSM-1-AL          ,0.49,,,,,,
Alagoas,1-RSM-1-AL          ,0.39,,,,,,
Alagoas,1-RSM-1-AL          ,0.33,,,,,,
Alagoas,1-RSM-1-AL          ,0.44,,,,,,
Alagoas,1-RSM-1-AL          ,1.16,0.08,1.61,0.24,454.0,138.79,20.69
Alagoas,1-RSM-1-AL          ,0.67,0.11,0.62,0.11,451.0,92.54,16.42
Alagoas,1-RSM-1-AL          ,0.58,0.06,0.44,0.12,452.0,75.86,20.69
Alagoas,1-RSM-1-AL          ,1.16,0.23,1.82,0.34,455.0,156.9,29.31
Alagoas,1-RSM-1-AL          ,0.75,0.1,0.72,0.3,455.0,96.0,40.0
Alagoas,1-RSM-1-AL          ,3.13,0.31,12.92,0.3,453.0,412.78,9.58
Alagoas,1-RSM-1-AL          ,0.83,0.14,0.96,0.15,457.0,115.66,18.07
Alagoas,1-RSM-1-AL          ,0.65,0.08,0.43,0.13,456.0,66.15,20.0
Alagoas,1-RSM-1-AL          ,0.58,0.06,0.36,0.12,457.0,62.07,20.69
Alagoas,1-RSM-1-AL          ,0.47,,,,,,
Alagoas,1-RSM-1-AL          ,0.44,,,,,,
Alagoas,1-RSM-1-AL          ,0.83,0.09,0.62,0.18,461.0,74.7,21.69
Alagoas,1-RSM-1-AL          ,0.72,0.14,0.46,0.22,458.0,63.89,30.56
Alagoas,1-RSM-1-AL          ,0.5,0.05,0.24,0.2,466.0,48.0,40.0
Alagoas,1-RSM-1-AL          ,0.51,0.08,0.28,0.21,457.0,54.9,41.18
Alagoas,1-RSM-1-AL          ,0.62,0.1,0.2,0.27,458.0,32.26,43.55
Alagoas,1-RSM-1-AL          ,0.55,0.1,0.19,0.28,459.0,34.55,50.91
Alagoas,1-RSM-1-AL          ,0.68,0.19,0.37,0.35,458.0,54.41,51.47
Alagoas,1-RSM-1-AL          ,0.63,0.19,0.34,0.32,458.0,53.97,50.79
Alagoas,1-RSM-1-AL          ,0.59,0.11,0.39,0.25,452.0,66.1,42.37
Alagoas,1-RSM-1-AL          ,0.61,0.21,0.31,0.31,457.0,50.82,50.82
Alagoas,1-RSM-1-AL          ,0.51,0.09,0.14,0.23,453.0,27.45,45.1
Alagoas,1-RSM-1-AL          ,0.59,0.09,0.2,0.22,460.0,33.9,37.29
Alagoas,1-RSM-1-AL          ,0.4,,,,,,
Alagoas,1-RSM-1-AL          ,0.56,0.2,0.21,0.29,465.0,37.5,51.79
Alagoas,1-RSM-1-AL          ,0.75,0.27,0.61,0.26,464.0,81.33,34.67
Alagoas,1-RSM-1-AL          ,0.47,,,,,,
Alagoas,1-RSM-1-AL          ,0.78,0.24,0.54,0.35,468.0,69.23,44.87
Alagoas,1-RSM-1-AL          ,0.61,0.12,0.26,0.29,493.0,42.62,47.54
Alagoas,1-RSM-1-AL          ,0.37,,,,,,
Alagoas,1-RSM-1-AL          ,0.62,0.21,0.28,0.34,468.0,45.16,54.84
Alagoas,1-RSM-1-AL          ,0.76,0.38,0.48,0.37,463.0,63.16,48.68
Alagoas,1-RSM-1-AL          ,0.44,,,,,,
Alagoas,1-RSM-1-AL          ,0.48,,,,,,
Alagoas,1-RSM-1-AL          ,0.53,0.21,0.26,0.26,,49.06,49.06
Alagoas,1-RSM-1-AL          ,0.2,,,,,,
Alagoas,1-RSM-1-AL          ,0.45,,,,,,
Alagoas,1-RSM-1-AL          ,0.43,,,,,,
Alagoas,1-RSM-1-AL          ,0.44,,,,,,
Alagoas,1-RSM-1-AL          ,0.27,,,,,,
Alagoas,1-RSM-1-AL          ,0.42,,,,,,
Alagoas,1-RSM-1-AL          ,0.28,,,,,,
Alagoas,1-RSM-1-AL          ,0.41,,,,,,
Alagoas,1-RSM-1-AL          ,0.53,0.1,0.27,0.25,463.0,50.94,47.17
