Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,3-FRIA-4-AL         ,0.27,,,,,,
Alagoas,3-FRIA-4-AL         ,0.46,,,,,,
Alagoas,3-FRIA-4-AL         ,0.44,,,,,,
Alagoas,3-FRIA-4-AL         ,0.44,,,,,,
Alagoas,3-FRIA-4-AL         ,0.33,,,,,,
Alagoas,3-FRIA-4-AL         ,0.57,0.09,0.81,0.51,442.0,142.11,89.47
Alagoas,3-FRIA-4-AL         ,0.79,0.2,2.51,0.41,439.0,317.72,51.9
Alagoas,3-FRIA-4-AL         ,0.51,0.08,0.52,0.4,444.0,101.96,78.43
Alagoas,3-FRIA-4-AL         ,0.95,0.11,2.37,0.56,443.0,249.47,58.95
Alagoas,3-FRIA-4-AL         ,0.45,,,,,,
Alagoas,3-FRIA-4-AL         ,0.5,0.04,0.3,0.57,441.0,60.0,114.0
Alagoas,3-FRIA-4-AL         ,0.29,,,,,,
Alagoas,3-FRIA-4-AL         ,0.54,0.08,0.58,0.45,440.0,107.41,83.33
Alagoas,3-FRIA-4-AL         ,0.21,,,,,,
Alagoas,3-FRIA-4-AL         ,0.44,,,,,,
Alagoas,3-FRIA-4-AL         ,0.23,,,,,,
Alagoas,3-FRIA-4-AL         ,0.33,,,,,,
Alagoas,3-FRIA-4-AL         ,0.29,,,,,,
Alagoas,3-FRIA-4-AL         ,0.48,,,,,,
Alagoas,3-FRIA-4-AL         ,0.38,,,,,,
Alagoas,3-FRIA-4-AL         ,0.27,,,,,,
Alagoas,3-FRIA-4-AL         ,0.14,,,,,,
Alagoas,3-FRIA-4-AL         ,0.1,,,,,,
Alagoas,3-FRIA-4-AL         ,0.19,,,,,,
Alagoas,3-FRIA-4-AL         ,0.21,,,,,,
Alagoas,3-FRIA-4-AL         ,0.23,,,,,,
Alagoas,3-FRIA-4-AL         ,0.24,,,,,,
Alagoas,3-FRIA-4-AL         ,0.3,,,,,,
Alagoas,3-FRIA-4-AL         ,0.32,,,,,,
Alagoas,3-FRIA-4-AL         ,0.17,,,,,,
Alagoas,3-FRIA-4-AL         ,0.32,,,,,,
Alagoas,3-FRIA-4-AL         ,0.32,,,,,,
Alagoas,3-FRIA-4-AL         ,0.64,0.22,1.43,0.56,441.0,223.44,87.5
Alagoas,3-FRIA-4-AL         ,0.55,0.14,0.59,0.38,446.0,107.27,69.09
Alagoas,3-FRIA-4-AL         ,0.33,,,,,,
Alagoas,3-FRIA-4-AL         ,0.24,,,,,,
Alagoas,3-FRIA-4-AL         ,0.26,,,,,,
Alagoas,3-FRIA-4-AL         ,0.28,,,,,,
Alagoas,3-FRIA-4-AL         ,0.3,,,,,,
Alagoas,3-FRIA-4-AL         ,0.23,,,,,,
Alagoas,3-FRIA-4-AL         ,0.43,,,,,,
Alagoas,3-FRIA-4-AL         ,0.32,,,,,,
Alagoas,3-FRIA-4-AL         ,0.24,,,,,,
Alagoas,3-FRIA-4-AL         ,0.35,,,,,,
Alagoas,3-FRIA-4-AL         ,0.3,,,,,,
Alagoas,3-FRIA-4-AL         ,0.58,0.16,0.46,0.29,453.0,79.31,50.0
Alagoas,3-FRIA-4-AL         ,0.59,0.16,0.43,0.41,454.0,72.88,69.49
Alagoas,3-FRIA-4-AL         ,0.39,,,,,,
Alagoas,3-FRIA-4-AL         ,0.44,,,,,,
Alagoas,3-FRIA-4-AL         ,0.43,,,,,,
Alagoas,3-FRIA-4-AL         ,0.41,,,,,,
Alagoas,3-FRIA-4-AL         ,0.33,,,,,,
Alagoas,3-FRIA-4-AL         ,0.91,1.69,1.64,0.5,358.0,180.22,54.95
Alagoas,3-FRIA-4-AL         ,0.37,,,,,,
Alagoas,3-FRIA-4-AL         ,0.29,,,,,,
Alagoas,3-FRIA-4-AL         ,0.13,,,,,,
Alagoas,3-FRIA-4-AL         ,0.16,,,,,,
Alagoas,4-SMC-15-AL         ,0.77,0.3,2.65,0.62,436.0,344.16,80.52
Alagoas,4-SMC-15-AL         ,1.37,0.48,4.24,0.79,435.0,309.49,57.66
Alagoas,4-SMC-15-AL         ,1.37,0.29,3.35,1.02,437.0,244.53,74.45
Alagoas,4-SMC-15-AL         ,0.87,0.27,3.02,0.58,436.0,347.13,66.67
Alagoas,4-SMC-15-AL         ,0.74,0.24,1.04,0.53,434.0,140.54,71.62
Alagoas,4-SMC-15-AL         ,0.29,,,,,,
Alagoas,4-SMC-15-AL         ,0.51,0.14,0.74,3.22,441.0,145.1,631.37
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.7,0.25,1.39,2.91,437.0,198.57,415.71
Alagoas,4-SMC-15-AL         ,0.45,,,,,,
Alagoas,4-SMC-15-AL         ,0.46,,,,,,
Alagoas,4-SMC-15-AL         ,0.34,,,,,,
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.48,,,,,,
Alagoas,4-SMC-15-AL         ,0.35,,,,,,
Alagoas,4-SMC-15-AL         ,0.52,0.14,0.47,0.88,449.0,90.38,169.23
Alagoas,4-SMC-15-AL         ,0.42,,,,,,
Alagoas,4-SMC-15-AL         ,0.5,0.14,0.42,1.51,445.0,84.0,302.0
Alagoas,4-SMC-15-AL         ,0.5,0.16,0.44,1.47,448.0,88.0,294.0
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.55,0.18,0.49,1.54,443.0,89.09,280.0
Alagoas,4-SMC-15-AL         ,0.35,,,,,,
Alagoas,4-SMC-15-AL         ,0.47,,,,,,
Alagoas,4-SMC-15-AL         ,0.48,,,,,,
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.38,,,,,,
Alagoas,4-SMC-15-AL         ,0.27,,,,,,
Alagoas,4-SMC-15-AL         ,0.56,0.22,0.69,0.83,444.0,123.21,148.21
Alagoas,4-SMC-15-AL         ,0.43,,,,,,
Alagoas,4-SMC-15-AL         ,0.82,0.34,1.77,1.42,444.0,215.85,173.17
Alagoas,4-SMC-15-AL         ,0.7,0.28,0.97,0.62,449.0,138.57,88.57
Alagoas,4-SMC-15-AL         ,0.53,0.21,0.6,1.07,447.0,113.21,201.89
Alagoas,4-SMC-15-AL         ,0.43,,,,,,
Alagoas,4-SMC-15-AL         ,0.7,0.26,1.17,1.34,446.0,167.14,191.43
Alagoas,4-SMC-15-AL         ,1.77,0.47,3.29,0.95,453.0,185.88,53.67
Alagoas,4-SMC-15-AL         ,0.77,0.22,1.05,0.64,455.0,136.36,83.12
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.43,,,,,,
Alagoas,4-SMC-15-AL         ,0.47,,,,,,
Alagoas,4-SMC-15-AL         ,0.45,,,,,,
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.35,,,,,,
Alagoas,4-SMC-15-AL         ,0.53,0.23,0.47,0.7,450.0,88.68,132.08
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.47,,,,,,
Alagoas,4-SMC-15-AL         ,0.31,,,,,,
Alagoas,4-SMC-15-AL         ,0.43,,,,,,
Alagoas,4-SMC-15-AL         ,0.58,0.17,0.45,1.1,453.0,77.59,189.66
Alagoas,4-SMC-15-AL         ,0.34,,,,,,
Alagoas,4-SMC-15-AL         ,0.56,0.31,0.66,0.7,446.0,117.86,125.0
Alagoas,4-SMC-15-AL         ,0.42,,,,,,
Alagoas,4-SMC-15-AL         ,0.39,,,,,,
Alagoas,4-SMC-15-AL         ,0.45,,,,,,
Alagoas,4-SMC-15-AL         ,0.43,,,,,,
Alagoas,4-SMC-15-AL         ,0.42,,,,,,
Alagoas,4-SMC-15-AL         ,0.54,0.24,0.43,0.39,450.0,79.63,72.22
Alagoas,4-SMC-15-AL         ,0.5,0.31,0.52,0.85,444.0,104.0,170.0
Alagoas,4-SMC-15-AL         ,0.53,0.31,0.41,0.75,447.0,77.36,141.51
Alagoas,4-SMC-15-AL         ,0.5,0.44,0.46,1.04,403.0,92.0,208.0
Alagoas,4-SMC-15-AL         ,0.56,0.24,0.31,0.45,459.0,55.36,80.36
Alagoas,4-SMC-15-AL         ,0.97,0.29,0.87,0.53,455.0,89.69,54.64
Alagoas,4-SMC-15-AL         ,0.45,,,,,,
Alagoas,4-SMC-15-AL         ,0.33,,,,,,
Alagoas,4-SMC-15-AL         ,0.63,0.31,0.64,0.39,452.0,101.59,61.9
Alagoas,4-SMC-15-AL         ,0.71,0.32,0.58,0.49,446.0,81.69,69.01
Alagoas,4-SMC-15-AL         ,0.4,,,,,,
Alagoas,4-SMC-15-AL         ,0.71,0.55,0.83,0.96,434.0,116.9,135.21
Alagoas,4-SMC-15-AL         ,0.6,0.33,0.37,0.52,402.0,61.67,86.67
Alagoas,4-SMC-15-AL         ,0.33,,,,,,
Alagoas,4-SMC-15-AL         ,0.19,,,,,,
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.31,,,,,,
Alagoas,4-SMC-15-AL         ,0.49,,,,,,
Alagoas,4-SMC-15-AL         ,0.41,,,,,,
Alagoas,4-SMC-15-AL         ,0.28,,,,,,
Alagoas,4-SMC-15-AL         ,0.54,0.17,0.38,1.67,429.0,70.37,309.26
Alagoas,4-SMC-15-AL         ,0.38,,,,,,
Alagoas,4-SMC-15-AL         ,0.37,,,,,,
Alagoas,4-SMC-15-AL         ,0.27,,,,,,
Alagoas,4-SMC-15-AL         ,0.41,,,,,,
Alagoas,4-SMC-15-AL         ,0.27,,,,,,
Alagoas,4-SMC-15-AL         ,0.31,,,,,,
Alagoas,4-SMC-15-AL         ,0.26,,,,,,
Alagoas,4-SMC-15-AL         ,0.62,0.17,0.26,0.36,508.0,41.94,58.06
Alagoas,4-SMC-15-AL         ,0.27,,,,,,
Alagoas,4-SMC-15-AL         ,0.39,,,,,,
Alagoas,4-SMC-15-AL         ,0.35,,,,,,
Alagoas,4-SMC-15-AL         ,0.47,,,,,,
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.32,,,,,,
Alagoas,4-SMC-15-AL         ,0.53,0.22,0.3,0.82,,56.6,154.72
Alagoas,4-SMC-15-AL         ,0.24,,,,,,
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.37,,,,,,
Alagoas,4-SMC-15-AL         ,0.28,,,,,,
Alagoas,4-SMC-15-AL         ,0.73,0.28,0.38,0.88,,52.05,120.55
Alagoas,4-SMC-15-AL         ,0.68,0.23,0.29,0.75,,42.65,110.29
Alagoas,4-SMC-15-AL         ,0.4,,,,,,
Alagoas,4-SMC-15-AL         ,0.38,,,,,,
Alagoas,4-SMC-15-AL         ,0.47,,,,,,
Alagoas,4-SMC-15-AL         ,0.53,0.08,0.07,0.28,,13.21,52.83
Alagoas,4-SMC-15-AL         ,0.48,,,,,,
Alagoas,4-SMC-15-AL         ,0.48,,,,,,
Alagoas,4-SMC-15-AL         ,0.44,,,,,,
Alagoas,4-SMC-15-AL         ,0.38,,,,,,
Alagoas,4-SMC-15-AL         ,0.89,0.28,0.32,0.2,446.0,35.96,22.47
Alagoas,4-SMC-15-AL         ,0.56,0.11,0.12,0.35,428.0,21.43,62.5
Alagoas,4-SMC-15-AL         ,0.46,,,,,,
Alagoas,4-SMC-15-AL         ,0.23,,,,,,
Alagoas,4-SMC-15-AL         ,0.29,,,,,,
Alagoas,4-SMC-15-AL         ,0.28,,,,,,
Alagoas,4-SMC-15-AL         ,0.18,,,,,,
Alagoas,4-SMC-15-AL         ,0.36,,,,,,
Alagoas,4-SMC-15-AL         ,0.38,,,,,,
Alagoas,4-SMC-15-AL         ,0.22,,,,,,
Alagoas,4-SMC-15-AL         ,0.34,,,,,,
Alagoas,1-NEP-2-AL          ,1.11,0.04,1.37,0.22,440.0,123.42,19.82
Alagoas,1-NEP-2-AL          ,1.65,0.08,4.86,0.33,436.0,294.55,20.0
Alagoas,1-NEP-2-AL          ,1.48,0.11,6.38,0.38,443.0,431.08,25.68
Alagoas,1-NEP-2-AL          ,1.37,0.07,4.39,0.23,435.0,320.44,16.79
Alagoas,1-NEP-2-AL          ,1.27,0.02,2.05,0.27,436.0,161.42,21.26
Alagoas,1-NEP-2-AL          ,1.66,0.01,6.7,0.25,438.0,403.61,15.06
Alagoas,1-NEP-2-AL          ,0.72,0.02,0.55,0.17,444.0,76.39,23.61
Alagoas,1-NEP-2-AL          ,4.46,0.57,31.72,0.53,431.0,711.21,11.88
Alagoas,1-NEP-2-AL          ,1.68,0.14,6.04,0.35,437.0,359.52,20.83
Alagoas,1-NEP-2-AL          ,1.31,0.1,7.51,0.23,437.0,573.28,17.56
Alagoas,1-NEP-2-AL          ,1.01,0.06,1.88,0.15,445.0,186.14,14.85
Alagoas,1-NEP-2-AL          ,1.75,0.44,9.19,0.36,442.0,525.14,20.57
Alagoas,1-NEP-2-AL          ,1.82,0.38,15.44,0.35,442.0,848.35,19.23
Alagoas,1-NEP-2-AL          ,1.56,0.22,7.75,0.3,438.0,496.79,19.23
Alagoas,1-NEP-2-AL          ,1.03,0.11,2.96,0.21,443.0,287.38,20.39
Alagoas,1-NEP-2-AL          ,0.43,,,,,,
Alagoas,1-NEP-2-AL          ,2.23,0.35,18.52,0.25,440.0,830.49,11.21
Alagoas,1-NEP-2-AL          ,2.06,0.26,18.33,0.31,439.0,889.81,15.05
Alagoas,1-NEP-2-AL          ,0.89,0.05,2.25,0.2,443.0,252.81,22.47
Alagoas,1-NEP-2-AL          ,0.64,0.03,0.38,0.17,442.0,59.38,26.56
Alagoas,1-NEP-2-AL          ,0.5,,,,,,
Alagoas,1-NEP-2-AL          ,0.85,0.09,3.05,0.14,447.0,358.82,16.47
Alagoas,1-NEP-2-AL          ,1.13,0.13,3.05,0.15,443.0,269.91,13.27
Alagoas,1-NEP-2-AL          ,0.98,0.11,5.46,0.17,443.0,557.14,17.35
Alagoas,1-NEP-2-AL          ,1.15,0.07,5.91,0.2,445.0,513.91,17.39
Alagoas,1-NEP-2-AL          ,3.85,1.39,39.13,0.59,437.0,1016.36,15.32
Alagoas,1-NEP-2-AL          ,0.8,0.12,3.97,0.23,444.0,496.25,28.75
Alagoas,1-NEP-2-AL          ,0.41,,,,,,
Alagoas,1-NEP-2-AL          ,0.22,,,,,,
Alagoas,1-NEP-2-AL          ,0.11,,,,,,
Alagoas,1-NEP-2-AL          ,2.4,0.6,21.26,0.43,440.0,885.83,17.92
Alagoas,1-NEP-2-AL          ,2.07,0.5,17.46,0.38,438.0,843.48,18.36
Alagoas,1-NEP-2-AL          ,2.83,0.58,18.77,0.24,438.0,663.25,8.48
Alagoas,1-NEP-2-AL          ,0.73,0.05,2.17,0.11,444.0,297.26,15.07
Alagoas,1-NEP-2-AL          ,0.43,,,,,,
Alagoas,1-NEP-2-AL          ,0.38,,,,,,
Alagoas,1-NEP-2-AL          ,0.29,,,,,,
Alagoas,1-NEP-2-AL          ,1.47,0.2,7.06,0.25,441.0,480.27,17.01
Alagoas,1-NEP-2-AL          ,0.35,,,,,,
Alagoas,1-NEP-2-AL          ,0.39,,,,,,
Alagoas,1-NEP-2-AL          ,0.34,,,,,,
Alagoas,1-NEP-2-AL          ,0.8,0.1,1.56,0.17,445.0,195.0,21.25
Alagoas,1-NEP-2-AL          ,0.49,,,,,,
Alagoas,1-NEP-2-AL          ,0.5,,,,,,
Alagoas,1-NEP-2-AL          ,0.69,0.09,1.17,0.14,446.0,169.57,20.29
Alagoas,1-NEP-2-AL          ,0.5,,,,,,
Alagoas,5-CSMC-9-AL         ,23.48,7.57,131.29,2.68,425.0,559.16,11.41
Alagoas,5-CSMC-9-AL         ,7.96,2.32,49.6,0.97,427.0,623.12,12.19
Alagoas,5-CSMC-9-AL         ,12.85,4.05,79.32,1.6,430.0,617.28,12.45
Alagoas,5-CSMC-9-AL         ,12.17,6.37,59.69,1.34,421.0,490.47,11.01
Alagoas,5-CSMC-9-AL         ,14.06,5.49,78.13,1.56,427.0,555.69,11.1
Alagoas,5-CSMC-9-AL         ,6.96,2.96,39.91,0.73,429.0,573.42,10.49
Alagoas,5-CSMC-9-AL         ,3.43,1.74,16.97,1.19,432.0,494.75,34.69
Alagoas,5-CSMC-9-AL         ,11.33,4.55,67.31,1.64,431.0,594.09,14.47
Alagoas,5-CSMC-9-AL         ,5.85,1.12,32.75,1.8,431.0,559.83,30.77
Alagoas,5-CSMC-9-AL         ,3.98,1.09,33.07,1.21,431.0,830.9,30.4
Alagoas,5-CSMC-9-AL         ,3.89,1.22,31.61,0.96,434.0,812.6,24.68
Alagoas,5-CSMC-9-AL         ,5.93,0.98,30.68,0.64,436.0,517.37,10.79
Alagoas,5-CSMC-9-AL         ,8.0,1.11,50.58,0.89,437.0,632.25,11.13
Alagoas,5-CSMC-9-AL         ,5.64,0.85,32.5,0.56,435.0,576.24,9.93
Alagoas,3-FU-53-AL          ,0.03,,,,,,
Alagoas,3-FU-53-AL          ,0.19,,,,,,
Alagoas,3-FU-53-AL          ,0.12,,,,,,
Alagoas,3-FU-53-AL          ,0.08,,,,,,
Alagoas,3-FU-53-AL          ,0.12,,,,,,
Alagoas,3-FU-53-AL          ,0.12,,,,,,
Alagoas,3-FU-53-AL          ,0.53,0.06,0.79,0.43,435.0,149.06,81.13
Alagoas,3-FU-53-AL          ,0.27,,,,,,
Alagoas,3-FU-53-AL          ,0.37,,,,,,
Alagoas,3-FU-53-AL          ,0.22,,,,,,
Alagoas,3-FU-53-AL          ,0.22,,,,,,
Alagoas,3-FU-53-AL          ,0.18,,,,,,
Alagoas,3-FU-53-AL          ,0.23,,,,,,
Alagoas,3-FU-53-AL          ,0.85,0.11,3.01,0.7,434.0,354.12,82.35
Alagoas,3-FU-53-AL          ,0.48,,,,,,
Alagoas,3-FU-53-AL          ,0.08,,,,,,
Alagoas,3-FU-53-AL          ,0.42,,,,,,
Alagoas,3-FU-53-AL          ,0.35,,,,,,
Alagoas,3-FU-53-AL          ,0.42,,,,,,
Alagoas,3-FU-53-AL          ,0.4,,,,,,
Alagoas,3-FU-53-AL          ,0.36,,,,,,
Alagoas,3-FU-53-AL          ,0.68,0.09,1.29,0.51,437.0,189.71,75.0
Alagoas,3-FU-53-AL          ,0.2,,,,,,
Alagoas,3-FU-53-AL          ,0.35,,,,,,
Alagoas,3-FU-53-AL          ,0.35,,,,,,
Alagoas,3-FU-53-AL          ,0.47,,,,,,
Alagoas,3-FU-53-AL          ,0.5,0.08,0.83,0.53,433.0,166.0,106.0
Alagoas,3-FU-53-AL          ,1.31,0.17,5.82,1.6,437.0,444.27,122.14
Alagoas,3-FU-53-AL          ,0.56,0.05,0.87,0.45,437.0,155.36,80.36
Alagoas,3-FU-53-AL          ,0.38,,,,,,
Alagoas,3-FU-53-AL          ,0.38,,,,,,
Alagoas,3-FU-53-AL          ,0.63,0.11,1.43,0.42,441.0,226.98,66.67
Alagoas,3-FU-53-AL          ,4.09,0.58,24.19,0.57,436.0,591.44,13.94
Alagoas,3-FU-53-AL          ,0.62,0.07,1.01,0.48,437.0,162.9,77.42
Alagoas,3-FU-53-AL          ,0.79,0.07,1.53,0.59,440.0,193.67,74.68
Alagoas,3-FU-53-AL          ,0.71,0.07,1.36,0.4,440.0,191.55,56.34
Alagoas,3-FU-53-AL          ,0.65,0.05,1.24,0.35,439.0,190.77,53.85
Alagoas,3-FU-53-AL          ,0.47,,,,,,
Alagoas,3-FU-53-AL          ,0.48,,,,,,
Alagoas,3-FU-53-AL          ,0.47,,,,,,
Alagoas,3-FU-53-AL          ,0.42,,,,,,
Alagoas,3-FU-53-AL          ,0.71,0.1,1.58,0.3,442.0,222.54,42.25
Alagoas,3-FU-53-AL          ,0.61,0.09,1.33,0.48,440.0,218.03,78.69
Alagoas,3-FU-53-AL          ,0.53,0.1,0.97,0.44,438.0,183.02,83.02
Alagoas,3-FU-53-AL          ,0.6,0.1,0.88,0.63,439.0,146.67,105.0
Alagoas,3-FU-53-AL          ,0.7,0.17,1.87,0.46,442.0,267.14,65.71
Alagoas,3-FU-53-AL          ,0.56,0.09,1.12,1.08,439.0,200.0,192.86
Alagoas,3-FU-53-AL          ,0.52,0.13,1.34,0.39,442.0,257.69,75.0
Alagoas,3-FU-53-AL          ,0.43,,,,,,
Alagoas,3-FU-53-AL          ,0.57,0.13,1.4,0.38,443.0,245.61,66.67
Alagoas,3-FU-53-AL          ,0.26,,,,,,
Alagoas,3-FU-53-AL          ,0.36,,,,,,
Alagoas,3-FU-53-AL          ,0.41,,,,,,
Alagoas,3-FU-53-AL          ,0.32,,,,,,
Alagoas,3-FU-53-AL          ,0.54,0.07,0.76,1.04,441.0,140.74,192.59
Alagoas,3-FU-53-AL          ,0.21,,,,,,
Alagoas,3-FU-53-AL          ,0.12,,,,,,
Alagoas,3-FU-53-AL          ,0.3,,,,,,
Alagoas,3-FU-53-AL          ,0.28,,,,,,
Alagoas,3-FU-53-AL          ,0.76,0.19,1.72,0.41,443.0,226.32,53.95
Alagoas,3-FU-53-AL          ,0.62,0.16,1.39,0.1,442.0,224.19,16.13
Alagoas,3-FU-53-AL          ,1.36,0.55,5.18,0.6,442.0,380.88,44.12
Alagoas,3-FU-53-AL          ,0.37,,,,,,
Alagoas,3-FU-53-AL          ,0.46,,,,,,
Alagoas,3-FU-53-AL          ,0.76,0.19,1.61,0.75,440.0,211.84,98.68
Alagoas,3-FU-53-AL          ,0.42,,,,,,
Alagoas,3-FU-53-AL          ,0.82,0.32,1.95,0.49,443.0,237.8,59.76
Alagoas,3-FU-53-AL          ,0.43,,,,,,
Alagoas,3-FU-53-AL          ,0.4,,,,,,
Alagoas,3-FU-53-AL          ,0.38,,,,,,
Alagoas,3-FU-53-AL          ,0.27,,,,,,
Alagoas,3-FU-53-AL          ,0.31,,,,,,
Alagoas,3-FU-53-AL          ,0.26,,,,,,
Alagoas,3-FU-53-AL          ,0.32,,,,,,
Alagoas,3-FU-53-AL          ,0.46,,,,,,
Alagoas,3-FU-53-AL          ,0.25,,,,,,
Alagoas,3-FU-53-AL          ,0.21,,,,,,
Alagoas,3-FU-53-AL          ,0.35,,,,,,
Alagoas,3-FU-53-AL          ,0.34,,,,,,
Alagoas,3-FU-53-AL          ,0.39,,,,,,
Alagoas,3-FU-53-AL          ,0.23,,,,,,
Alagoas,3-FU-53-AL          ,0.2,,,,,,
Alagoas,3-FU-53-AL          ,0.44,,,,,,
Alagoas,3-FU-53-AL          ,0.28,,,,,,
Alagoas,3-FU-53-AL          ,0.62,0.39,1.43,0.44,444.0,230.65,70.97
Alagoas,3-FU-53-AL          ,1.24,0.65,4.25,0.51,448.0,342.74,41.13
Alagoas,3-FU-53-AL          ,0.22,,,,,,
Alagoas,3-FU-53-AL          ,0.29,,,,,,
Alagoas,3-FU-53-AL          ,0.24,,,,,,
Alagoas,3-FU-53-AL          ,0.17,,,,,,
Alagoas,3-FU-53-AL          ,0.34,,,,,,
Alagoas,3-FU-53-AL          ,0.23,,,,,,
Alagoas,3-FU-53-AL          ,0.68,0.28,1.22,0.38,451.0,179.41,55.88
Alagoas,3-FU-53-AL          ,0.28,,,,,,
Alagoas,3-FU-53-AL          ,0.29,,,,,,
Alagoas,3-FU-53-AL          ,0.51,0.22,0.44,0.62,440.0,86.27,121.57
Alagoas,3-FU-53-AL          ,0.41,,,,,,
Alagoas,3-FU-53-AL          ,0.33,,,,,,
Alagoas,3-FU-53-AL          ,0.56,0.25,0.47,0.71,455.0,83.93,126.79
Alagoas,3-FU-53-AL          ,0.63,0.36,0.98,0.39,452.0,155.56,61.9
Alagoas,3-FU-53-AL          ,0.46,,,,,,
Alagoas,3-FU-53-AL          ,0.26,,,,,,
Alagoas,3-FU-53-AL          ,0.17,,,,,,
Alagoas,3-FU-53-AL          ,0.23,,,,,,
Alagoas,3-FU-53-AL          ,0.18,,,,,,
Alagoas,3-FU-53-AL          ,0.22,,,,,,
Alagoas,3-FU-53-AL          ,0.42,,,,,,
Alagoas,3-FU-53-AL          ,0.4,,,,,,
Alagoas,3-FU-53-AL          ,0.35,,,,,,
Alagoas,3-FU-53-AL          ,0.47,,,,,,
Alagoas,3-FU-53-AL          ,0.15,,,,,,
Alagoas,3-FU-53-AL          ,0.29,,,,,,
Alagoas,3-FU-53-AL          ,0.39,,,,,,
Alagoas,3-FU-53-AL          ,0.32,,,,,,
Alagoas,3-FU-53-AL          ,0.2,,,,,,
Alagoas,3-FU-53-AL          ,0.05,,,,,,
Alagoas,1-RJ-1-AL           ,5.56,0.54,37.52,0.88,426.0,674.82,15.83
Alagoas,1-RJ-1-AL           ,11.82,1.41,88.1,1.5,429.0,745.35,12.69
Alagoas,1-RJ-1-AL           ,2.09,0.1,15.3,0.64,440.0,732.06,30.62
Alagoas,1-RJ-1-AL           ,4.83,0.4,36.8,1.42,437.0,761.9,29.4
Alagoas,1-RJ-1-AL           ,2.48,0.11,17.46,0.85,436.0,704.03,34.27
Alagoas,1-RJ-1-AL           ,28.72,3.96,257.67,2.19,436.0,897.18,7.63
Alagoas,1-RJ-1-AL           ,6.81,1.12,46.41,0.57,434.0,681.5,8.37
Alagoas,1-RJ-1-AL           ,2.93,0.17,20.21,0.63,435.0,689.76,21.5
Alagoas,1-RJ-1-AL           ,1.94,0.41,14.65,0.32,442.0,755.15,16.49
Alagoas,1-RJ-1-AL           ,4.17,0.52,25.45,0.73,435.0,610.31,17.51
Alagoas,1-RJ-1-AL           ,2.24,0.25,14.59,0.43,438.0,651.34,19.2
Alagoas,1-RJ-1-AL           ,3.64,0.82,22.17,0.56,432.0,609.07,15.38
Alagoas,1-RJ-1-AL           ,2.69,0.29,18.58,0.54,438.0,690.71,20.07
Alagoas,1-RJ-1-AL           ,1.95,0.11,11.76,0.27,440.0,603.08,13.85
Alagoas,1-RJ-1-AL           ,4.0,0.46,24.9,0.67,432.0,622.5,16.75
Alagoas,1-RJ-1-AL           ,2.49,0.24,14.8,0.46,443.0,594.38,18.47
Alagoas,1-RJ-1-AL           ,7.91,1.49,68.52,0.66,436.0,866.25,8.34
Alagoas,1-RJ-1-AL           ,3.56,0.46,17.59,0.31,433.0,494.1,8.71
Alagoas,1-RJ-1-AL           ,2.12,0.14,10.31,0.19,433.0,486.32,8.96
Alagoas,1-RJ-1-AL           ,2.03,0.19,9.65,0.21,437.0,475.37,10.34
Alagoas,1-RJ-1-AL           ,1.43,,6.77,0.15,439.0,473.43,10.49
Alagoas,1-RJ-1-AL           ,1.24,,6.71,0.27,438.0,541.13,21.77
Alagoas,1-RJ-1-AL           ,10.11,1.92,77.17,1.33,438.0,763.3,13.16
Alagoas,1-RJ-1-AL           ,1.78,0.09,9.22,0.34,437.0,517.98,19.1
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,5.17,0.57,39.26,0.91,437.0,759.38,17.6
Alagoas,1-RJ-1-AL           ,0.06,,,,,,
Alagoas,1-RJ-1-AL           ,1.92,,10.35,0.5,439.0,539.06,26.04
Alagoas,1-RJ-1-AL           ,2.68,0.22,14.82,0.53,434.0,552.99,19.78
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,4.92,0.67,36.9,0.72,437.0,750.0,14.63
Alagoas,1-RJ-1-AL           ,3.02,0.52,19.93,0.66,436.0,659.93,21.85
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,8.6,2.45,83.34,0.41,438.0,969.07,4.77
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
Alagoas,1-RJ-1-AL           ,0.02,,,,,,
