Poço,Profundidade,COT,S1,S2,S3,Tmax,Ro,IH,IO
1-ESS-15-ES,3362.20,1.13,0.11,0.91,0.83,436.00,,80.53,73.45
1-ESS-15-ES,3389.20,1.03,0.07,0.62,1.47,435.00,,60.19,142.72
1-ESS-15-ES,3407.20,1.18,0.15,0.84,1.86,435.00,,71.19,157.63
1-ESS-15-ES,3419.20,1.01,0.09,0.54,1.04,436.00,,53.47,102.97
1-ESS-13-ES,2359.50,0.83,0.19,1.10,0.70,436.00,,132.53,84.34
1-ESS-13-ES,2446.50,1.23,0.21,1.27,1.46,437.00,,103.25,118.70
1-ESS-13-ES,2938.50,0.76,0.20,1.19,0.78,437.00,,156.58,102.63
1-ESS-13-ES,3040.50,0.90,0.17,2.22,1.12,437.00,,246.67,124.44
1-ESS-13-ES,3139.50,0.85,0.16,1.57,0.93,435.00,,184.71,109.41
1-ESS-13-ES,3238.50,0.64,0.12,1.27,0.66,436.00,,198.44,103.13
1-ESS-13-ES,3289.50,0.84,0.14,1.74,0.62,435.00,,207.14,73.81
1-ESS-12DA-ES,1655.90,1.30,0.44,0.86,3.32,425.00,,66.15,255.38
1-ESS-12DA-ES,1673.90,1.80,0.05,0.63,2.67,428.00,,35.00,148.33
1-ESS-12DA-ES,1685.90,1.60,0.06,0.60,2.37,430.00,,37.50,148.13
1-ESS-12DA-ES,1715.90,1.40,0.07,0.63,2.33,428.00,,45.00,166.43
1-ESS-12DA-ES,1730.90,1.60,0.08,0.82,2.48,430.00,,51.25,155.00
1-ESS-12DA-ES,1745.90,1.60,0.08,0.70,2.09,429.00,,43.75,130.63
1-ESS-12DA-ES,1760.90,1.70,0.04,0.59,2.18,432.00,,34.71,128.24
1-ESS-12DA-ES,1775.90,1.60,0.05,0.69,2.17,429.00,,43.13,135.63
1-ESS-12DA-ES,1790.90,2.10,0.09,0.99,2.28,429.00,,47.14,108.57
1-ESS-12DA-ES,1805.90,2.10,0.09,0.99,2.07,431.00,,47.14,98.57
1-ESS-12DA-ES,1823.90,2.20,0.07,0.97,2.43,431.00,,44.09,110.45
1-ESS-12DA-ES,1835.90,2.00,0.34,1.25,2.22,429.00,,62.50,111.00
1-ESS-12DA-ES,1850.90,2.10,0.09,1.03,1.66,431.00,,49.05,79.05
1-ESS-12DA-ES,1868.90,2.20,0.24,1.46,2.40,428.00,,66.36,109.09
1-ESS-12DA-ES,1877.90,2.00,0.25,1.29,2.18,430.00,,64.50,109.00
1-ESS-12DA-ES,1898.90,1.70,0.21,1.20,1.98,429.00,,70.59,116.47
1-ESS-12DA-ES,1913.90,1.90,0.18,1.02,1.47,430.00,,53.68,77.37
1-ESS-12DA-ES,1925.90,1.90,0.18,1.18,2.07,429.00,,62.11,108.95
1-ESS-12DA-ES,1940.90,2.00,0.20,1.17,2.02,430.00,,58.50,101.00
1-ESS-12DA-ES,1958.90,2.10,0.19,1.23,2.23,429.00,,58.57,106.19
1-ESS-12DA-ES,1970.90,1.90,0.10,1.13,1.95,431.00,,59.47,102.63
1-ESS-12DA-ES,1985.90,2.00,0.10,1.25,2.02,430.00,,62.50,101.00
1-ESS-12DA-ES,2000.90,1.80,0.08,1.16,1.53,430.00,,64.44,85.00
1-ESS-12DA-ES,2015.90,2.30,0.09,1.48,1.72,432.00,,64.35,74.78
1-ESS-12DA-ES,2030.90,2.50,0.11,1.66,1.67,432.00,,66.40,66.80
1-ESS-12DA-ES,2045.90,2.30,0.10,1.49,2.06,431.00,,64.78,89.57
1-ESS-12DA-ES,2060.90,2.20,0.11,1.60,2.02,431.00,,72.73,91.82
1-ESS-12DA-ES,2078.90,2.40,0.11,1.53,1.92,432.00,,63.75,80.00
1-ESS-12DA-ES,2090.90,2.50,0.11,1.58,1.88,431.00,,63.20,75.20
1-ESS-12DA-ES,2105.90,2.50,0.11,1.65,1.67,432.00,,66.00,66.80
1-ESS-12DA-ES,2120.90,2.40,0.11,1.75,1.68,432.00,,72.92,70.00
1-ESS-12DA-ES,2135.90,2.20,0.10,1.60,1.49,433.00,,72.73,67.73
1-ESS-12DA-ES,2150.90,2.30,0.12,1.69,1.73,430.00,,73.48,75.22
1-ESS-12DA-ES,2165.90,2.20,0.11,1.40,1.60,430.00,,63.64,72.73
1-ESS-12DA-ES,2180.90,2.00,0.12,1.33,1.52,431.00,,66.50,76.00
1-ESS-12DA-ES,2195.90,1.80,0.09,1.44,1.53,432.00,,80.00,85.00
1-ESS-12DA-ES,2210.90,2.20,0.10,1.62,1.69,431.00,,73.64,76.82
1-ESS-12DA-ES,2225.90,2.20,0.12,1.50,1.59,429.00,,68.18,72.27
1-ESS-12DA-ES,2240.90,2.50,0.14,1.74,1.60,431.00,,69.60,64.00
1-ESS-12DA-ES,2255.90,2.20,0.13,1.64,1.91,430.00,,74.55,86.82
1-ESS-12DA-ES,2270.90,2.70,0.15,1.94,1.48,432.00,,71.85,54.81
1-ESS-12DA-ES,2285.90,2.80,0.13,2.03,1.66,432.00,,72.50,59.29
1-ESS-12DA-ES,2300.90,2.80,0.12,2.07,1.63,431.00,,73.93,58.21
1-ESS-12DA-ES,2318.90,2.90,0.13,1.95,1.60,432.00,,67.24,55.17
1-ESS-12DA-ES,2333.90,2.50,0.18,2.18,1.72,433.00,,87.20,68.80
1-ESS-12DA-ES,2345.90,2.20,0.23,2.25,1.96,431.00,,102.27,89.09
1-ESS-12DA-ES,2360.90,2.40,0.17,1.77,1.17,433.00,,73.75,48.75
1-ESS-12DA-ES,2375.90,2.20,0.21,2.22,1.22,431.00,,100.91,55.45
1-ESS-12DA-ES,2390.90,2.40,0.16,1.64,1.49,432.00,,68.33,62.08
1-ESS-12DA-ES,2405.90,2.20,0.14,1.67,1.66,431.00,,75.91,75.45
1-ESS-12DA-ES,2420.90,2.30,0.22,2.04,1.30,433.00,,88.70,56.52
1-ESS-12DA-ES,2435.90,2.30,0.22,2.00,1.32,434.00,,86.96,57.39
1-ESS-12DA-ES,2453.90,2.30,0.21,2.13,1.28,433.00,,92.61,55.65
1-ESS-12DA-ES,2465.90,2.10,0.20,1.92,1.23,432.00,,91.43,58.57
1-ESS-12DA-ES,2480.90,2.10,0.10,1.56,1.15,431.00,,74.29,54.76
1-ESS-12DA-ES,2498.90,2.10,0.15,1.76,1.21,431.00,,83.81,57.62
1-ESS-12DA-ES,2510.90,2.20,0.13,1.66,1.07,433.00,,75.45,48.64
1-ESS-12DA-ES,2525.90,1.90,0.09,1.17,1.28,430.00,,61.58,67.37
1-ESS-12DA-ES,2540.90,1.90,0.12,1.26,1.04,431.00,,66.32,54.74
1-ESS-12DA-ES,2555.90,1.80,0.11,1.18,1.14,431.00,,65.56,63.33
1-ESS-12DA-ES,2567.90,1.80,0.09,1.08,1.57,431.00,,60.00,87.22
1-ESS-12DA-ES,2585.90,1.70,0.09,1.05,1.49,431.00,,61.76,87.65
1-ESS-12DA-ES,2600.90,1.70,0.09,1.03,1.40,431.00,,60.59,82.35
1-ESS-12DA-ES,2615.90,1.70,0.08,0.94,1.15,432.00,,55.29,67.65
1-ESS-12DA-ES,2627.90,1.90,0.15,1.39,1.37,432.00,,73.16,72.11
1-ESS-12DA-ES,2645.90,1.80,0.09,1.03,1.05,433.00,,57.22,58.33
1-ESS-12DA-ES,2663.90,1.90,0.12,1.17,1.40,431.00,,61.58,73.68
1-ESS-12DA-ES,2681.90,1.70,0.09,0.91,1.03,432.00,,53.53,60.59
1-ESS-12DA-ES,2690.90,1.50,0.20,1.10,1.18,431.00,,73.33,78.67
1-ESS-12DA-ES,2705.90,1.80,0.14,1.10,1.06,433.00,,61.11,58.89
1-ESS-12DA-ES,2720.90,1.60,0.16,0.98,0.74,431.00,,61.25,46.25
1-ESS-12DA-ES,2738.90,1.50,0.12,0.95,1.05,433.00,,63.33,70.00
1-ESS-12DA-ES,2753.90,1.50,0.08,0.82,0.92,435.00,,54.67,61.33
1-ESS-12DA-ES,2768.90,1.60,0.06,0.74,1.17,434.00,,46.25,73.13
1-ESS-12DA-ES,2801.90,1.60,0.07,0.78,1.19,436.00,,48.75,74.38
3-ESS-74-ES,1156.00,0.24,,,,,,,
3-ESS-74-ES,1462.00,1.60,0.07,1.25,2.10,428.00,,78.13,131.25
3-ESS-74-ES,1570.00,1.35,0.19,1.34,2.20,426.00,,99.26,162.96
3-ESS-74-ES,1588.00,1.20,0.07,1.03,1.71,429.00,,85.83,142.50
3-ESS-74-ES,1606.00,1.20,0.06,0.98,1.71,431.00,,81.67,142.50
3-ESS-74-ES,1624.00,1.52,0.07,1.30,2.07,433.00,,85.53,136.18
3-ESS-74-ES,1633.00,1.55,3.30,2.49,2.00,436.00,,160.65,129.03
3-ESS-74-ES,1642.00,1.24,0.06,0.99,1.99,429.00,,79.84,160.48
3-ESS-74-ES,1651.00,1.24,3.23,2.04,1.62,434.00,,164.52,130.65
3-ESS-74-ES,1660.00,1.11,0.06,0.91,1.80,429.00,,81.98,162.16
3-ESS-74-ES,1672.00,1.10,3.63,2.65,2.41,437.00,,240.91,219.09
3-ESS-74-ES,1678.00,0.52,,,,,,,
3-ESS-74-ES,1687.00,1.65,3.83,3.64,3.84,522.00,,220.61,232.73
3-ESS-74-ES,1696.00,0.71,,,,,,,
3-ESS-74-ES,1705.00,0.73,,,,,,,
3-ESS-74-ES,1714.00,0.83,,,,,,,
3-ESS-74-ES,1723.00,0.75,,,,,,,
3-ESS-74-ES,1732.00,1.01,0.05,0.98,2.23,426.00,,97.03,220.79
3-ESS-74-ES,1735.00,1.12,2.82,2.37,1.91,,,211.61,170.54
3-ESS-74-ES,1744.00,1.36,2.90,2.04,1.89,430.00,,150.00,138.97
3-ESS-74-ES,1750.00,2.04,0.08,2.06,2.78,428.00,,100.98,136.27
3-ESS-74-ES,1753.00,1.65,2.63,2.55,2.51,431.00,,154.55,152.12
3-ESS-74-ES,1762.00,2.10,3.02,3.21,2.89,432.00,,152.86,137.62
3-ESS-74-ES,1768.00,1.48,0.07,1.44,2.66,429.00,,97.30,179.73
3-ESS-74-ES,1777.00,1.88,2.93,2.58,2.73,434.00,,137.23,145.21
3-ESS-74-ES,1786.00,2.32,0.10,2.23,3.01,429.00,,96.12,129.74
3-ESS-74-ES,1795.00,1.92,3.45,3.02,2.84,430.00,,157.29,147.92
3-ESS-74-ES,1804.00,1.99,3.35,3.15,2.69,432.00,,158.29,135.18
3-ESS-74-ES,1813.00,2.54,3.91,4.28,2.96,431.00,,168.50,116.54
3-ESS-74-ES,1822.00,2.02,0.09,1.96,3.39,428.00,,97.03,167.82
3-ESS-74-ES,1831.00,1.59,3.10,2.88,2.84,434.00,,181.13,178.62
3-ESS-74-ES,1840.00,1.18,3.50,2.84,3.96,525.00,,240.68,335.59
3-ESS-74-ES,1849.00,1.40,4.67,3.33,3.31,528.00,,237.86,236.43
3-ESS-74-ES,1858.00,2.04,3.33,3.70,3.16,434.00,,181.37,154.90
3-ESS-74-ES,1867.00,1.60,2.57,2.51,3.27,432.00,,156.88,204.38
3-ESS-74-ES,1876.00,2.80,0.21,3.01,3.17,430.00,,107.50,113.21
3-ESS-74-ES,1885.00,1.02,2.45,2.08,2.62,524.00,,203.92,256.86
3-ESS-74-ES,1894.00,1.86,0.29,2.07,3.55,429.00,,111.29,190.86
3-ESS-74-ES,1903.00,1.60,3.27,2.88,2.97,433.00,,180.00,185.63
3-ESS-74-ES,1912.00,1.87,0.17,1.99,3.31,431.00,,106.42,177.01
3-ESS-74-ES,1921.00,2.49,3.39,4.18,3.19,432.00,,167.87,128.11
3-ESS-74-ES,1930.00,1.48,3.29,2.73,2.09,433.00,,184.46,141.22
3-ESS-74-ES,1939.00,2.79,3.37,4.35,3.28,431.00,,155.91,117.56
3-ESS-74-ES,1948.00,1.04,0.11,1.14,3.35,430.00,,109.62,322.12
3-ESS-74-ES,1957.00,0.93,,,,,,,
3-ESS-74-ES,1966.00,0.86,,,,,,,
3-ESS-74-ES,1975.00,1.84,1.29,2.97,3.77,430.00,,161.41,204.89
3-ESS-74-ES,1984.00,2.68,0.24,3.53,3.34,431.00,,131.72,124.63
3-ESS-74-ES,1993.00,2.09,2.17,3.58,2.87,433.00,,171.29,137.32
3-ESS-74-ES,2002.00,1.56,0.15,2.16,3.45,426.00,,138.46,221.15
3-ESS-74-ES,2014.00,2.29,3.50,3.86,2.83,433.00,,168.56,123.58
3-ESS-74-ES,2020.00,2.45,0.18,3.58,3.23,427.00,,146.12,131.84
3-ESS-74-ES,2023.00,1.60,2.73,3.34,2.85,433.00,,208.75,178.12
3-ESS-74-ES,2032.00,3.08,3.32,5.17,3.03,434.00,,167.86,98.38
3-ESS-74-ES,2038.00,1.64,0.15,2.43,3.62,426.00,,148.17,220.73
3-ESS-74-ES,2041.00,2.22,3.05,4.28,2.91,434.00,,192.79,131.08
3-ESS-74-ES,2050.00,2.11,2.39,3.82,2.81,434.00,,181.04,133.18
3-ESS-74-ES,2056.00,2.74,0.23,4.31,3.50,428.00,,157.30,127.74
3-ESS-74-ES,2059.00,2.91,2.56,5.02,3.07,433.00,,172.51,105.50
3-ESS-74-ES,2068.00,2.95,2.54,5.76,3.01,433.00,,195.25,102.03
3-ESS-74-ES,2074.00,2.50,0.18,3.91,3.73,428.00,,156.40,149.20
3-ESS-74-ES,2077.00,1.80,2.69,3.85,2.84,434.00,,213.89,157.78
3-ESS-74-ES,2086.00,2.78,2.67,4.93,3.03,433.00,,177.34,108.99
3-ESS-74-ES,2092.00,1.96,0.15,2.81,3.86,426.00,,143.37,196.94
3-ESS-74-ES,2095.00,2.11,3.27,4.19,2.55,435.00,,198.58,120.85
3-ESS-74-ES,2101.00,2.01,1.82,3.80,3.04,433.00,,189.05,151.24
3-ESS-74-ES,2110.00,2.97,0.20,4.41,3.14,428.00,,148.48,105.72
3-ESS-74-ES,2119.00,1.87,2.49,3.94,2.78,432.00,,210.70,148.66
3-ESS-74-ES,2128.00,2.30,0.23,3.70,3.61,426.00,,160.87,156.96
3-ESS-74-ES,2137.00,1.24,1.64,2.58,3.11,434.00,,208.06,250.81
3-ESS-74-ES,2146.00,2.63,0.25,4.25,3.44,431.00,,161.60,130.80
3-ESS-74-ES,2155.00,1.38,1.64,2.66,3.13,433.00,,192.75,226.81
3-ESS-74-ES,2164.00,1.00,0.09,1.41,3.17,433.00,,141.00,317.00
3-ESS-74-ES,2173.00,2.32,2.01,4.63,3.27,433.00,,199.57,140.95
3-ESS-74-ES,2182.00,2.44,0.23,4.07,2.92,432.00,,166.80,119.67
3-ESS-74-ES,2191.00,2.43,1.65,4.40,2.94,433.00,,181.07,120.99
3-ESS-74-ES,2200.00,2.32,0.25,3.78,3.25,431.00,,162.93,140.09
3-ESS-74-ES,2209.00,2.34,1.88,4.25,2.94,433.00,,181.62,125.64
3-ESS-74-ES,2218.00,1.20,0.11,1.83,3.41,430.00,,152.50,284.17
3-ESS-74-ES,2227.00,1.79,1.40,3.14,2.77,433.00,,175.42,154.75
3-ESS-74-ES,2236.00,1.46,0.23,2.53,4.41,424.00,,173.29,302.05
3-ESS-74-ES,2245.00,2.29,1.79,4.49,3.25,433.00,,196.07,141.92
3-ESS-74-ES,2254.00,1.85,0.22,2.87,3.49,432.00,,155.14,188.65
3-ESS-74-ES,2263.00,1.67,1.18,2.87,2.65,433.00,,171.86,158.68
3-ESS-74-ES,2272.00,0.97,0.09,1.49,3.35,431.00,,153.61,345.36
3-ESS-74-ES,2281.00,1.89,1.49,3.60,2.82,433.00,,190.48,149.21
3-ESS-74-ES,2290.00,1.98,0.20,3.44,3.27,431.00,,173.74,165.15
3-ESS-74-ES,2299.00,1.83,1.69,3.15,2.95,433.00,,172.13,161.20
3-ESS-74-ES,2308.00,1.70,0.17,2.25,3.14,432.00,,132.35,184.71
3-ESS-74-ES,2317.00,1.24,1.08,1.93,2.82,432.00,,155.65,227.42
3-ESS-74-ES,2326.00,1.39,0.12,1.68,1.69,429.00,,120.86,121.58
3-ESS-74-ES,2335.00,1.21,1.51,1.74,1.69,434.00,,143.80,139.67
3-ESS-74-ES,2344.00,0.80,,,,,,,
3-ESS-74-ES,2353.00,0.99,1.38,1.58,1.53,435.00,,159.60,154.55
3-ESS-74-ES,2362.00,1.14,0.09,1.39,0.98,429.00,,121.93,85.96
3-ESS-74-ES,2371.00,1.26,1.57,1.95,1.39,435.00,,154.76,110.32
3-ESS-74-ES,2380.00,0.92,,,,,,,
3-ESS-74-ES,2389.00,1.24,2.31,2.04,1.31,436.00,,164.52,105.65
3-ESS-74-ES,2398.00,0.67,,,,,,,
3-ESS-74-ES,2407.00,0.94,2.89,2.14,1.50,,,227.90,159.74
3-ESS-74-ES,2416.00,1.33,0.13,2.03,0.96,431.00,,152.63,72.18
3-ESS-74-ES,2425.00,0.78,,,,,,,
3-ESS-74-ES,2434.00,0.76,,,,,,,
3-ESS-74-ES,2443.00,1.27,4.68,3.45,1.26,,,271.65,99.21
3-ESS-74-ES,2452.00,0.86,,,,,,,
3-ESS-74-ES,2461.00,1.24,2.35,2.73,2.58,435.00,,220.16,208.06
3-ESS-74-ES,2470.00,0.90,,,,,,,
3-ESS-74-ES,2479.00,1.29,3.64,3.07,2.42,,,237.98,187.60
3-ESS-74-ES,2488.00,0.95,,,,,,,
3-ESS-74-ES,2497.00,1.22,2.15,2.26,2.58,436.00,,185.25,211.48
3-ESS-74-ES,2506.00,0.74,,,,,,,
3-ESS-74-ES,2515.00,0.91,,,,,,,
3-ESS-74-ES,2524.00,0.76,,,,,,,
3-ESS-74-ES,2533.00,1.44,2.16,3.14,2.71,436.00,,218.06,188.19
3-ESS-74-ES,2542.00,1.15,0.23,2.11,2.52,430.00,,183.48,219.13
3-ESS-74-ES,2551.00,2.19,2.42,4.14,2.24,437.00,,189.04,102.28
3-ESS-74-ES,2560.00,1.18,0.24,2.18,3.94,433.00,,184.75,333.90
3-ESS-74-ES,2569.00,1.36,2.55,3.52,2.53,439.00,,258.82,186.03
3-ESS-74-ES,2578.00,1.08,0.19,2.02,3.34,434.00,,187.04,309.26
3-ESS-74-ES,2587.00,0.92,,,,,,,
3-ESS-74-ES,2596.00,0.71,,,,,,,
3-ESS-74-ES,2605.00,1.31,2.29,3.02,2.91,437.00,,230.53,222.14
3-ESS-74-ES,2614.00,1.05,0.19,1.74,3.89,432.00,,165.71,370.48
3-ESS-74-ES,2623.00,1.23,1.84,2.69,2.72,437.00,,218.70,221.14
3-ESS-74-ES,2632.00,0.81,,,,,,,
3-ESS-74-ES,2641.00,1.05,1.88,2.17,2.74,437.00,,206.67,260.95
3-ESS-74-ES,2650.00,0.97,0.13,1.41,3.66,432.00,,145.36,377.32
3-ESS-74-ES,2659.00,1.20,2.67,2.74,2.52,441.00,,228.33,210.00
3-ESS-74-ES,2668.00,1.16,0.18,1.73,3.43,434.00,,149.14,295.69
3-ESS-74-ES,2677.00,1.60,3.20,3.98,2.38,439.00,,248.75,148.75
3-ESS-74-ES,2686.00,1.18,0.21,1.91,3.37,433.00,,161.86,285.59
3-ESS-74-ES,2695.00,1.78,2.87,4.19,2.19,438.00,,235.39,123.03
3-ESS-74-ES,2704.00,1.64,0.24,3.01,2.10,433.00,,183.54,128.05
3-ESS-74-ES,2722.00,1.19,0.17,1.56,3.37,431.00,,131.09,283.19
3-ESS-74-ES,2731.00,1.01,2.43,2.49,1.98,442.00,,246.53,196.04
3-ESS-74-ES,2740.00,1.54,0.33,3.24,2.95,431.00,,210.39,191.56
3-ESS-74-ES,2749.00,2.16,2.48,4.63,2.30,438.00,,214.35,106.48
3-ESS-74-ES,2758.00,1.67,0.36,3.40,2.93,432.00,,203.59,175.45
3-ESS-74-ES,2776.00,2.10,0.44,4.01,2.70,434.00,,190.95,128.57
3-ESS-74-ES,2785.00,1.41,3.00,3.59,2.06,440.00,,254.61,146.10
3-ESS-74-ES,2794.00,2.36,0.61,4.92,2.33,432.00,,208.47,98.73
3-ESS-74-ES,2803.00,1.57,3.28,3.94,2.25,441.00,,250.96,143.31
3-ESS-74-ES,2812.00,1.69,0.39,3.45,2.86,432.00,,204.14,169.23
3-ESS-74-ES,2821.00,1.49,2.50,3.71,2.38,441.00,,248.99,159.73
3-ESS-74-ES,2830.00,1.87,0.46,3.92,2.82,435.00,,209.63,150.80
3-ESS-74-ES,2839.00,1.13,2.51,3.07,2.20,441.00,,271.68,194.69
3-ESS-74-ES,2848.00,0.96,,,,,,,
3-ESS-74-ES,2857.00,1.20,2.43,3.03,2.18,441.00,,252.50,181.67
3-ESS-74-ES,2866.00,1.04,0.22,1.69,3.13,432.00,,162.50,300.96
3-ESS-74-ES,2875.00,1.17,2.56,2.68,1.99,440.00,,229.06,170.09
3-ESS-74-ES,2884.00,0.94,,,,,,,
3-ESS-74-ES,2893.00,1.13,2.29,2.56,2.36,442.00,,226.55,208.85
3-ESS-74-ES,2902.00,0.56,,,,,,,
3-ESS-74-ES,2911.00,0.77,,,,,,,
3-ESS-74-ES,2920.00,0.46,,,,,,,
3-ESS-74-ES,2929.00,0.88,,,,,,,
3-ESS-74-ES,2938.00,0.64,,,,,,,
3-ESS-74-ES,2947.00,0.78,,,,,,,
3-ESS-74-ES,2956.00,0.74,,,,,,,
3-ESS-74-ES,2965.00,0.90,,,,,,,
3-ESS-74-ES,2971.00,0.93,,,,,,,
3-ESS-74-ES,2974.00,0.81,,,,,,,
3-ESS-74-ES,2980.00,1.07,2.75,2.82,2.71,440.00,,263.55,253.27
3-ESS-74-ES,2989.00,1.08,2.04,2.94,2.36,460.00,,272.22,218.52
3-ESS-74-ES,2992.00,0.84,,,,,,,
3-ESS-74-ES,2998.00,1.02,2.23,2.21,2.05,441.00,,216.67,200.98
3-ESS-74-ES,3007.00,1.15,2.62,2.68,2.72,,,233.04,236.52
3-ESS-74-ES,3010.00,0.92,,,,,,,
3-ESS-74-ES,3016.00,1.05,1.97,2.13,2.64,439.00,,202.86,251.43
3-ESS-74-ES,3025.00,0.99,2.25,2.08,2.13,440.00,,209.26,214.29
3-ESS-74-ES,3034.00,1.39,3.47,3.08,1.51,445.00,,221.58,108.63
3-ESS-74-ES,3136.00,1.16,0.41,1.67,2.41,433.00,,143.97,207.76
3-ESS-74-ES,3154.00,1.20,0.38,1.60,2.22,435.00,,133.33,185.00
3-ESS-74-ES,3160.00,1.91,4.56,3.97,1.12,443.00,,207.85,58.64
3-ESS-74-ES,3181.00,1.42,3.53,2.97,1.66,445.00,,209.15,116.90
3-ESS-74-ES,3190.00,1.43,0.50,2.06,2.22,433.00,,144.06,155.24
3-ESS-74-ES,3208.00,0.60,,,,,,,
3-ESS-74-ES,3214.00,1.01,3.11,3.08,2.09,,,304.95,206.93
3-ESS-74-ES,3223.00,1.43,4.30,3.72,1.68,,,260.14,117.48
3-ESS-74-ES,3226.00,0.92,,,,,,,
3-ESS-74-ES,3235.00,1.70,4.21,3.55,1.58,,,208.82,92.94
3-ESS-74-ES,3244.00,0.66,,,,,,,
3-ESS-74-ES,3253.00,1.16,2.93,2.60,1.59,,,224.14,137.07
3-ESS-74-ES,3262.00,0.70,,,,,,,
3-ESS-74-ES,3265.00,0.96,2.95,2.52,1.81,,,263.87,189.53
3-ESS-74-ES,3271.00,1.08,2.50,2.34,2.05,447.00,,216.67,189.81
3-ESS-74-ES,3280.00,1.05,0.42,1.36,2.79,435.00,,129.52,265.71
3-ESS-74-ES,3289.00,1.08,3.30,2.76,1.92,451.00,,255.56,177.78
3-ESS-74-ES,3298.00,0.99,0.34,1.17,2.56,437.00,,118.18,258.59
3-ESS-74-ES,3307.00,1.39,2.74,2.80,1.36,449.00,,201.44,97.84
3-ESS-74-ES,3316.00,1.30,0.59,2.00,2.06,437.00,,153.85,158.46
3-ESS-74-ES,3325.00,1.59,2.50,3.20,1.86,447.00,,201.26,116.98
3-ESS-74-ES,3334.00,1.30,0.55,1.76,2.23,436.00,,135.38,171.54
3-ESS-74-ES,3343.00,1.45,3.24,3.53,1.87,449.00,,243.45,128.97
3-ESS-74-ES,3352.00,1.46,0.59,1.98,2.38,436.00,,135.62,163.01
3-ESS-74-ES,3388.00,0.42,,,,,,,
3-ESS-74-ES,3412.00,0.55,,,,,,,
3-ESS-74-ES,3421.00,0.68,,,,,,,
3-ESS-74-ES,3424.00,0.39,,,,,,,
3-ESS-74-ES,3490.00,0.47,,,,,,,
3-ESS-74-ES,3496.00,0.28,,,,,,,
3-ESS-74-ES,3499.00,0.47,,,,,,,
3-ESS-74-ES,3508.00,0.75,,,,,,,
3-ESS-74-ES,3514.00,0.23,,,,,,,
3-ESS-74-ES,3517.00,0.68,,,,,,,
3-ESS-74-ES,3694.00,0.73,,,,,,,
3-ESS-74-ES,3703.00,0.77,,,,,,,
3-ESS-74-ES,3766.00,0.14,,,,,,,
3-ESS-74-ES,3775.00,0.45,,,,,,,
3-ESS-74-ES,3784.00,0.08,,,,,,,
3-ESS-74-ES,3793.00,0.40,,,,,,,
3-ESS-74-ES,3802.00,0.08,,,,,,,
3-ESS-74-ES,3811.00,1.22,3.22,3.19,1.16,,,261.48,95.08
3-ESS-74-ES,3820.00,1.05,0.09,0.21,0.56,449.00,,20.00,53.33
3-ESS-74-ES,3829.00,1.49,2.46,2.01,0.82,,,134.90,55.03
3-ESS-74-ES,3838.00,1.00,0.07,0.17,0.51,449.00,,17.00,51.00
3-ESS-74-ES,3847.00,1.40,3.00,2.77,1.01,,,197.86,72.14
3-ESS-74-ES,3856.00,1.30,0.10,0.28,1.04,477.00,,21.54,80.00
3-ESS-74-ES,3865.00,1.78,3.35,3.42,1.32,,,192.13,74.16
3-ESS-74-ES,3874.00,1.37,0.11,0.27,0.66,491.00,,19.71,48.18
3-ESS-74-ES,3883.00,1.80,3.22,3.05,1.14,,,169.44,63.33
3-ESS-74-ES,3892.00,1.41,0.16,0.28,0.78,454.00,,19.86,55.32
3-ESS-74-ES,3901.00,1.49,3.90,3.82,1.48,,,256.38,99.33
3-ESS-74-ES,3910.00,1.42,0.19,0.32,0.76,446.00,,22.54,53.52
3-ESS-74-ES,3919.00,1.67,2.01,2.27,1.09,,,135.93,65.27
3-ESS-74-ES,3928.00,1.42,0.17,0.29,0.54,448.00,,20.42,38.03
3-ESS-74-ES,3937.00,1.65,2.67,3.15,1.40,,,190.91,84.85
3-ESS-74-ES,3946.00,1.52,0.16,0.27,0.73,482.00,,17.76,48.03
3-ESS-74-ES,3955.00,1.37,2.54,3.13,1.22,,,228.47,89.05
3-ESS-74-ES,3964.00,1.20,0.11,0.16,0.97,390.00,,13.33,80.83
3-ESS-74-ES,3973.00,1.56,3.50,4.11,1.35,,,263.46,86.54
3-ESS-74-ES,3982.00,1.02,0.17,0.15,3.04,352.00,,14.71,298.04
3-ESS-74-ES,3991.00,1.04,3.54,3.83,2.20,,,368.27,211.54
3-ESS-74-ES,4000.00,1.20,3.71,4.90,2.65,,,408.33,220.83
3-ESS-74-ES,4009.00,0.73,,,,,,,
3-ESS-74-ES,4018.00,0.24,,,,,,,
3-ESS-74-ES,4027.00,0.85,,,,,,,
3-ESS-74-ES,4036.00,1.15,4.34,3.57,1.89,389.00,,310.43,164.35
3-ESS-74-ES,4045.00,0.86,,,,,,,
3-ESS-74-ES,4054.00,1.25,4.64,5.17,1.60,,,413.60,128.00
3-ESS-74-ES,4063.00,0.64,,,,,,,
3-ESS-74-ES,4072.00,0.27,,,,,,,
3-ESS-74-ES,4081.00,0.89,,,,,,,
3-ESS-74-ES,4090.00,0.30,,,,,,,
3-ESS-74-ES,4099.00,0.65,,,,,,,
3-ESS-74-ES,4108.00,0.28,,,,,,,
3-ESS-74-ES,4117.00,0.94,2.79,2.72,0.93,,,289.36,98.94
3-ESS-74-ES,4126.00,0.33,,,,,,,
3-ESS-74-ES,4135.00,0.62,,,,,,,
3-ESS-74-ES,4144.00,0.39,,,,,,,
