Poço,Profundidade,COT,S1,S2,S3,Tmax,Ro,IH,IO
3-ESS-74-ES,4153.00,0.85,,,,,,,
3-ESS-74-ES,4162.00,0.32,,,,,,,
3-ESS-74-ES,4171.00,0.97,3.65,3.52,0.85,,,363.26,87.72
3-ESS-74-ES,4180.00,0.44,,,,,,,
3-ESS-74-ES,4189.00,1.21,3.05,3.60,0.92,,,297.52,76.03
3-ESS-74-ES,4198.00,0.46,,,,,,,
3-ESS-74-ES,4207.00,0.95,3.58,4.31,1.32,,,452.26,138.51
3-ESS-74-ES,4216.00,1.20,4.37,4.15,0.96,,,345.83,80.00
3-ESS-74-ES,4225.00,1.23,3.89,4.49,0.83,,,365.04,67.48
3-ESS-74-ES,4234.00,0.58,,,,,,,
3-ESS-74-ES,4243.00,0.92,,,,,,,
3-ESS-74-ES,4252.00,0.54,,,,,,,
3-ESS-74-ES,4261.00,0.92,,,,,,,
3-ESS-74-ES,4270.00,0.50,,,,,,,
3-ESS-74-ES,4279.00,1.02,3.55,4.25,1.35,,,416.67,132.35
3-ESS-74-ES,4288.00,0.91,,,,,,,
3-ESS-74-ES,4297.00,0.81,,,,,,,
3-ESS-74-ES,4306.00,0.25,,,,,,,
3-ESS-74-ES,4315.00,0.62,,,,,,,
3-ESS-74-ES,4324.00,0.24,,,,,,,
3-ESS-74-ES,4333.00,0.55,,,,,,,
3-ESS-74-ES,4342.00,0.21,,,,,,,
3-ESS-74-ES,4351.00,0.77,,,,,,,
3-ESS-74-ES,4360.00,0.20,,,,,,,
3-ESS-74-ES,4369.00,0.81,,,,,,,
3-ESS-74-ES,4378.00,0.21,,,,,,,
3-ESS-74-ES,4387.00,0.80,,,,,,,
3-ESS-74-ES,4396.00,0.14,,,,,,,
3-ESS-74-ES,4405.00,0.48,,,,,,,
3-ESS-74-ES,4410.00,0.64,,,,,,,
3-ESS-74-ES,3045.15,2.00,2.38,2.79,0.19,425.00,,139.50,9.50
3-ESS-74-ES,3055.20,1.96,2.27,2.15,0.26,424.00,,109.69,13.27
3-ESS-74-ES,3066.00,1.33,2.95,2.80,0.26,438.00,,210.53,19.55
3-ESS-74-ES,3069.00,1.25,2.72,2.65,0.42,441.00,,212.00,33.60
3-ESS-74-ES,3072.00,0.94,2.88,2.23,0.42,440.00,,236.98,44.63
3-ESS-74-ES,3075.00,0.81,,,,,,,
1-ESS-19-ESS,1997.00,1.76,0.32,0.72,1.66,432.00,,40.91,94.32
1-ESS-19-ESS,2060.00,1.66,0.18,1.13,1.64,428.00,,68.07,98.80
1-ESS-19-ESS,2147.00,2.60,0.24,2.67,1.89,431.00,,102.69,72.69
1-ESS-19-ESS,2270.00,2.25,0.25,2.76,2.05,432.00,,122.67,91.11
1-ESS-19-ESS,2282.00,2.19,0.20,2.47,2.07,433.00,,112.79,94.52
1-ESS-19-ESS,2297.00,1.99,0.20,2.27,2.05,430.00,,114.07,103.02
1-ESS-19-ESS,2312.00,1.93,0.19,1.82,1.84,431.00,,94.30,95.34
1-ESS-19-ESS,2327.00,1.60,0.13,1.59,1.76,432.00,,99.38,110.00
1-ESS-19-ESS,2417.00,1.54,0.14,1.56,1.57,431.00,,101.30,101.95
1-ESS-19-ESS,2432.00,1.52,0.15,1.80,1.70,432.00,,118.42,111.84
1-ESS-19-ESS,2447.00,1.49,0.14,1.79,1.73,432.00,,120.13,116.11
1-ESS-19-ESS,2567.00,1.37,0.20,1.74,1.65,433.00,,127.01,120.44
1-ESS-19-ESS,2687.00,1.77,0.16,1.56,1.34,433.00,,88.14,75.71
1-ESS-19-ESS,2867.00,1.36,0.15,1.16,1.02,434.00,,85.29,75.00
1-ESS-19-ESS,2960.00,1.46,0.10,0.98,1.34,434.00,,67.12,91.78
1-ESS-19-ESS,3047.00,1.57,0.14,1.10,0.95,434.00,,70.06,60.51
1-ESS-19-ESS,3227.00,1.39,0.17,1.22,1.03,434.00,,87.77,74.10
1-ESS-19-ESS,3317.00,1.10,0.27,1.07,0.67,437.00,,97.27,60.91
1-ESS-19-ESS,3437.00,1.34,0.32,0.96,1.14,432.00,,71.64,85.07
1-ESS-19-ESS,3779.00,0.73,0.10,0.36,0.51,438.00,,49.32,69.86
1-ESS-19-ESS,3797.00,0.82,0.05,0.19,0.20,442.00,,23.17,24.39
1-ESS-19-ESS,3908.00,0.80,0.06,0.12,0.74,,,15.00,92.50
1-ESS-19-ESS,4097.00,1.71,0.43,1.38,1.21,434.00,,80.70,70.76
4-ESS-75-ES,681.00,0.45,,,,,,,
4-ESS-75-ES,717.00,0.70,,,,,,,
4-ESS-75-ES,987.00,0.32,,,,,,,
4-ESS-75-ES,1041.00,0.34,,,,,,,
4-ESS-75-ES,1077.00,0.21,,,,,,,
4-ESS-75-ES,1149.00,0.19,,,,,,,
4-ESS-75-ES,1365.00,0.53,,,,,,,
4-ESS-75-ES,1383.00,0.57,,,,,,,
4-ESS-75-ES,1473.00,1.54,0.09,1.47,2.04,431.00,,95.45,132.47
4-ESS-75-ES,1491.00,0.84,,,,,,,
4-ESS-75-ES,1527.00,1.01,0.10,0.93,2.24,426.00,,92.08,221.78
4-ESS-75-ES,1545.00,1.61,0.36,2.06,2.67,428.00,,127.95,165.84
4-ESS-75-ES,1563.00,0.97,0.11,0.90,1.87,427.00,,92.78,192.78
4-ESS-75-ES,1581.00,0.88,,,,,,,
4-ESS-75-ES,1599.00,0.97,0.06,0.93,1.59,431.00,,95.88,163.92
4-ESS-75-ES,1617.00,1.45,0.15,1.60,2.11,430.00,,110.34,145.52
4-ESS-75-ES,1635.00,1.52,0.10,1.46,2.30,429.00,,96.05,151.32
4-ESS-75-ES,1653.00,1.43,0.13,1.50,2.18,429.00,,104.90,152.45
4-ESS-75-ES,1689.00,2.46,0.25,3.77,2.77,431.00,,153.25,112.60
4-ESS-75-ES,1707.00,1.52,0.32,2.00,2.76,429.00,,131.58,181.58
4-ESS-75-ES,1725.00,2.73,0.26,3.73,2.16,430.00,,136.63,79.12
4-ESS-75-ES,1743.00,1.54,0.16,1.87,2.25,430.00,,121.43,146.10
4-ESS-75-ES,1761.00,2.97,0.27,4.07,2.52,430.00,,137.04,84.85
4-ESS-75-ES,1779.00,2.75,0.18,2.88,2.48,431.00,,104.73,90.18
4-ESS-75-ES,1797.00,2.15,0.20,3.20,1.84,439.00,,148.84,85.58
4-ESS-75-ES,1815.00,2.85,0.25,3.49,1.99,442.00,,122.46,69.82
4-ESS-75-ES,1833.00,3.11,0.63,5.54,2.56,439.00,,178.14,82.32
4-ESS-75-ES,1851.00,2.44,0.26,3.77,2.06,439.00,,154.51,84.43
4-ESS-75-ES,1869.00,0.88,,,,,,,
4-ESS-75-ES,1887.00,2.09,0.32,3.57,2.47,439.00,,170.81,118.18
4-ESS-75-ES,1905.00,2.50,0.43,4.59,2.71,442.00,,183.60,108.40
4-ESS-75-ES,1923.00,1.12,0.13,1.83,1.93,439.00,,163.39,172.32
4-ESS-75-ES,1941.00,0.98,0.13,1.54,2.29,439.00,,157.14,233.67
4-ESS-75-ES,1959.00,2.75,0.28,4.22,2.37,439.00,,153.45,86.18
4-ESS-75-ES,1977.00,1.46,0.18,2.13,2.71,439.00,,145.89,185.62
4-ESS-75-ES,1995.00,2.80,0.50,5.00,2.45,439.00,,178.57,87.50
4-ESS-75-ES,2013.00,2.92,0.39,4.78,2.13,440.00,,163.70,72.95
4-ESS-75-ES,2031.00,1.23,0.16,1.99,2.07,441.00,,161.79,168.29
4-ESS-75-ES,2049.00,1.82,0.20,3.15,2.03,440.00,,173.08,111.54
4-ESS-75-ES,2067.00,2.19,0.25,3.70,1.97,442.00,,168.95,89.95
4-ESS-75-ES,2085.00,1.72,0.16,2.77,2.03,436.00,,161.05,118.02
4-ESS-75-ES,2103.00,2.74,0.28,4.85,1.91,441.00,,177.01,69.71
4-ESS-75-ES,2121.00,2.37,0.22,4.07,1.48,438.00,,171.73,62.45
4-ESS-75-ES,2139.00,1.00,0.12,1.79,1.93,439.00,,179.00,193.00
4-ESS-75-ES,2157.00,1.40,0.15,2.40,1.82,440.00,,171.43,130.00
4-ESS-75-ES,2175.00,2.05,0.26,4.28,1.82,429.00,,208.78,88.78
4-ESS-75-ES,2193.00,1.72,0.17,3.06,1.64,437.00,,177.91,95.35
4-ESS-75-ES,2211.00,2.02,0.29,3.68,1.85,437.00,,182.18,91.58
4-ESS-75-ES,2229.00,1.70,0.28,3.23,2.05,438.00,,190.00,120.59
4-ESS-75-ES,2247.00,1.48,0.27,2.77,1.59,438.00,,187.16,107.43
4-ESS-75-ES,2265.00,1.68,0.34,2.93,1.71,437.00,,174.40,101.79
4-ESS-75-ES,2283.00,2.22,0.40,4.19,1.62,439.00,,188.74,72.97
4-ESS-75-ES,2301.00,1.56,0.28,2.92,2.03,433.00,,187.18,130.13
4-ESS-75-ES,2319.00,1.02,0.23,1.42,1.88,430.00,,139.22,184.31
4-ESS-75-ES,2337.00,1.40,0.32,2.12,2.12,431.00,,151.43,151.43
4-ESS-75-ES,2355.00,0.83,,,,,,,
4-ESS-75-ES,2373.00,0.98,0.32,1.33,1.92,431.00,,135.71,195.92
4-ESS-75-ES,2391.00,0.70,,,,,,,
4-ESS-75-ES,2409.00,0.73,,,,,,,
4-ESS-75-ES,2427.00,1.42,0.47,2.92,1.96,434.00,,205.63,138.03
4-ESS-75-ES,2445.00,1.86,0.80,4.07,1.87,435.00,,218.82,100.54
4-ESS-75-ES,2463.00,1.34,0.65,2.58,1.54,434.00,,192.54,114.93
4-ESS-75-ES,2481.00,1.40,0.67,3.05,1.76,432.00,,217.86,125.71
4-ESS-75-ES,2499.00,1.07,0.40,2.00,1.82,432.00,,186.92,170.09
4-ESS-75-ES,2517.00,1.23,0.41,2.30,1.66,432.00,,186.99,134.96
1-ESS-21-ES,2177.00,1.12,0.08,0.08,1.83,421.00,,7.14,163.39
1-ESS-21-ES,2183.00,1.12,0.07,0.71,1.27,419.00,,63.39,113.39
1-ESS-21-ES,2189.00,1.18,0.02,0.53,1.61,419.00,,44.92,136.44
1-ESS-21-ES,2195.00,1.19,0.09,0.81,1.73,420.00,,68.07,145.38
1-ESS-21-ES,2201.00,1.20,0.07,0.81,2.00,421.00,,67.50,166.67
1-ESS-21-ES,2207.00,1.07,0.08,0.81,1.47,423.00,,75.70,137.38
1-ESS-21-ES,2213.00,1.21,0.10,0.83,2.02,420.00,,68.60,166.94
1-ESS-21-ES,2219.00,1.22,0.05,0.74,2.08,423.00,,60.66,170.49
1-ESS-21-ES,2225.00,1.23,0.06,0.68,1.98,420.00,,55.28,160.98
1-ESS-21-ES,2231.00,1.24,0.10,0.89,1.17,423.00,,71.77,94.35
1-ESS-21-ES,2237.00,1.01,0.09,0.82,1.68,421.00,,81.19,166.34
1-ESS-21-ES,2243.00,1.17,0.10,0.88,1.56,422.00,,75.21,133.33
1-ESS-21-ES,2249.00,1.12,0.08,0.86,1.10,424.00,,76.79,98.21
1-ESS-21-ES,2255.00,1.06,0.10,0.86,1.56,421.00,,81.13,147.17
1-ESS-21-ES,2261.00,1.18,0.10,0.80,2.00,422.00,,67.80,169.49
1-ESS-21-ES,2267.00,0.93,0.08,0.78,1.61,422.00,,83.87,173.12
1-ESS-21-ES,2273.00,1.03,0.08,0.80,1.98,421.00,,77.67,192.23
1-ESS-21-ES,2279.00,1.01,0.05,0.59,1.62,423.00,,58.42,160.40
1-ESS-21-ES,2285.00,0.89,0.05,0.53,1.61,423.00,,59.55,180.90
1-ESS-21-ES,2291.00,0.67,0.04,0.54,1.57,426.00,,80.60,234.33
1-ESS-21-ES,2297.00,0.75,0.05,0.51,1.46,424.00,,68.00,194.67
1-ESS-21-ES,2303.00,0.57,0.10,0.78,0.76,430.00,,136.84,133.33
1-ESS-21-ES,2309.00,0.66,0.07,0.59,1.30,425.00,,89.39,196.97
1-ESS-21-ES,2315.00,0.59,0.04,0.47,1.28,428.00,,79.66,216.95
1-ESS-21-ES,2321.00,0.50,0.03,0.35,1.02,428.00,,70.00,204.00
1-ESS-21-ES,2327.00,0.56,0.02,0.35,1.02,423.00,,62.50,182.14
1-ESS-21-ES,2333.00,0.75,0.08,0.55,1.30,421.00,,73.33,173.33
1-ESS-21-ES,2339.00,0.69,0.08,0.55,1.60,422.00,,79.71,231.88
1-ESS-21-ES,2345.00,0.67,0.05,0.40,1.51,417.00,,59.70,225.37
1-ESS-21-ES,2351.00,0.33,0.04,0.37,1.38,418.00,,112.12,418.18
1-ESS-21-ES,2357.00,0.72,0.05,0.38,1.64,418.00,,52.78,227.78
1-ESS-21-ES,2363.00,0.80,0.05,0.38,1.75,418.00,,47.50,218.75
1-ESS-21-ES,2369.00,0.89,0.04,0.38,1.78,418.00,,42.70,200.00
1-ESS-21-ES,2375.00,0.84,0.05,0.45,1.89,418.00,,53.57,225.00
1-ESS-21-ES,2381.00,0.76,0.05,0.40,1.28,420.00,,52.63,168.42
1-ESS-21-ES,2390.50,0.41,0.02,0.10,1.18,,,24.39,287.80
1-ESS-22-ES,1950.00,1.19,0.05,0.50,1.92,433.00,,42.02,161.34
1-ESS-22-ES,1977.00,0.99,0.03,0.46,1.98,425.00,,46.46,200.00
1-ESS-22-ES,1986.00,0.94,0.04,0.47,1.78,427.00,,50.00,189.36
1-ESS-22-ES,1995.00,0.85,,,,,,,
1-ESS-22-ES,2001.00,0.87,,,,,,,
1-ESS-22-ES,2007.00,0.87,,,,,,,
1-ESS-22-ES,2013.00,0.84,,,,,,,
1-ESS-22-ES,2019.00,0.85,,,,,,,
1-ESS-22-ES,2022.00,0.83,,,,,,,
1-ESS-22-ES,2028.00,0.88,,,,,,,
1-ESS-22-ES,2064.00,1.39,0.08,0.74,1.98,433.00,,53.24,142.45
1-ESS-22-ES,2126.00,1.21,0.20,0.82,0.95,435.00,,67.77,78.51
1-ESS-22-ES,2216.00,1.39,0.18,0.86,0.92,437.00,,61.87,66.19
1-ESS-22-ES,2232.00,1.77,0.10,1.10,2.50,433.00,,62.15,141.24
1-ESS-22-ES,2247.00,1.85,0.12,1.20,2.51,432.00,,64.86,135.68
1-ESS-22-ES,2262.00,1.89,0.13,1.87,2.01,435.00,,98.94,106.35
1-ESS-22-ES,2277.00,1.72,0.10,2.12,2.17,436.00,,123.26,126.16
1-ESS-22-ES,2289.00,2.68,0.11,2.16,2.20,435.00,,80.60,82.09
1-ESS-22-ES,2301.00,3.29,0.15,3.79,1.92,436.00,,115.20,58.36
1-ESS-22-ES,2337.00,2.16,0.13,1.84,2.26,435.00,,85.19,104.63
1-ESS-22-ES,2361.00,1.97,0.09,1.58,1.51,434.00,,80.20,76.65
1-ESS-22-ES,2382.00,1.94,0.10,1.46,1.59,434.00,,75.26,81.96
1-ESS-22-ES,2457.00,1.95,0.09,1.57,1.20,435.00,,80.51,61.54
1-ESS-22-ES,2472.00,1.87,0.08,1.36,1.38,435.00,,72.73,73.80
1-ESS-22-ES,2478.00,1.91,0.15,1.50,1.60,434.00,,78.53,83.77
1-ESS-22-ES,2520.00,1.71,0.09,1.17,1.73,435.00,,68.42,101.17
1-ESS-22-ES,2538.00,1.62,0.10,1.21,1.77,435.00,,74.69,109.26
1-ESS-22-ES,2577.00,1.72,0.13,1.34,1.83,434.00,,77.91,106.40
1-ESS-22-ES,2592.00,1.64,0.12,1.35,1.51,434.00,,82.32,92.07
1-ESS-22-ES,2607.00,2.45,0.11,1.30,1.39,434.00,,53.06,56.73
1-ESS-22-ES,2637.00,1.89,0.11,1.53,0.94,436.00,,80.95,49.74
1-ESS-22-ES,2652.00,1.86,0.11,1.48,1.17,437.00,,79.57,62.90
1-ESS-22-ES,2667.00,1.54,0.10,1.14,1.26,435.00,,74.03,81.82
1-ESS-22-ES,2709.00,1.62,0.11,1.34,1.18,434.00,,82.72,72.84
1-ESS-22-ES,2754.00,1.79,0.10,1.46,1.17,437.00,,81.56,65.36
1-ESS-22-ES,2787.00,1.38,0.13,1.59,1.07,438.00,,115.22,77.54
1-ESS-22-ES,2808.00,1.89,0.12,1.56,1.12,436.00,,82.54,59.26
1-ESS-22-ES,2847.00,1.61,0.10,1.32,1.04,439.00,,81.99,64.60
1-ESS-22-ES,2865.00,1.81,0.10,1.40,1.18,436.00,,77.35,65.19
1-ESS-22-ES,2877.00,1.37,0.09,1.42,1.14,437.00,,103.65,83.21
1-ESS-22-ES,2892.00,1.44,0.09,1.14,1.14,436.00,,79.17,79.17
1-ESS-22-ES,2907.00,1.70,0.14,1.48,0.95,439.00,,87.06,55.88
1-ESS-22-ES,2919.00,1.93,0.14,1.27,0.95,437.00,,65.80,49.22
1-ESS-22-ES,2961.00,1.98,0.20,1.69,0.87,439.00,,85.35,43.94
1-ESS-22-ES,2976.00,1.82,0.14,1.47,0.96,439.00,,80.77,52.75
1-ESS-22-ES,3057.00,2.00,0.14,1.48,1.30,436.00,,74.00,65.00
1-ESS-22-ES,3084.00,2.12,0.15,1.64,1.36,437.00,,77.36,64.15
1-ESS-22-ES,3162.00,1.69,0.15,1.47,1.37,438.00,,86.98,81.07
1-ESS-22-ES,3176.00,1.75,0.13,1.80,1.18,437.00,,102.86,67.43
1-ESS-22-ES,3264.00,1.30,0.10,0.56,0.37,445.00,,43.08,28.46
1-ESS-22-ES,3384.00,1.27,0.10,0.46,0.59,447.00,,36.22,46.46
1-ESS-22-ES,3474.00,1.03,0.10,0.43,0.80,447.00,,41.75,77.67
1-ESS-22-ES,3597.00,0.81,0.10,0.20,1.28,442.00,,24.69,158.02
1-ESS-22-ES,3687.00,0.79,0.06,0.15,0.50,,,18.99,63.29
1-ESS-22-ES,3702.00,0.66,0.08,0.20,0.62,,,30.30,93.94
1-ESS-22-ES,3714.00,0.83,0.14,0.32,0.88,,,38.55,106.02
1-ESS-22-ES,3834.00,1.02,0.21,0.53,2.14,443.00,,51.96,209.80
1-ESS-22-ES,3867.00,1.05,0.22,0.41,1.61,453.00,,39.05,153.33
1-ESS-22-ES,3885.00,0.90,0.16,0.33,0.91,,,36.67,101.11
1-ESS-22-ES,3939.00,1.04,0.08,0.23,0.47,,,22.12,45.19
1-ESS-22-ES,4014.00,1.16,0.10,0.34,0.71,450.00,,29.31,61.21
1-ESS-22-ES,4256.00,1.05,0.13,0.20,0.24,435.00,,19.05,22.86
1-ESS-22-ES,4347.00,1.14,0.15,0.24,0.98,,,21.05,85.96
1-ESS-22-ES,4356.00,1.05,0.13,0.24,0.91,,,22.86,86.67
1-ESS-22-ES,4387.00,1.52,0.05,0.17,0.14,,,11.18,9.21
1-ESS-22-ES,4791.30,3.96,0.65,0.83,0.37,505.00,,20.96,9.34
1-ESS-22-ES,4791.50,3.89,0.75,1.34,0.36,512.00,,34.45,9.25
1-ESS-22-ES,4792.10,2.15,0.37,0.65,0.23,513.00,,30.23,10.70
1-ESS-77-ESS,1473.00,0.36,,,,,,,
1-ESS-77-ESS,1491.00,0.33,,,,,,,
1-ESS-77-ESS,1509.00,0.32,,,,,,,
1-ESS-77-ESS,1527.00,0.28,,,,,,,
1-ESS-77-ESS,1545.00,0.46,,,,,,,
1-ESS-77-ESS,1563.00,0.32,,,,,,,
1-ESS-77-ESS,1581.00,0.28,,,,,,,
1-ESS-77-ESS,1599.00,0.49,,,,,,,
1-ESS-77-ESS,1617.00,0.51,,,,,,,
1-ESS-77-ESS,1635.00,0.37,,,,,,,
1-ESS-77-ESS,1653.00,0.33,,,,,,,
1-ESS-77-ESS,1671.00,0.45,,,,,,,
1-ESS-77-ESS,1689.00,0.40,,,,,,,
1-ESS-77-ESS,1707.00,0.56,,,,,,,
1-ESS-77-ESS,1725.00,0.44,,,,,,,
1-ESS-77-ESS,1743.00,0.40,,,,,,,
1-ESS-77-ESS,1761.00,0.33,,,,,,,
1-ESS-77-ESS,1779.00,0.39,,,,,,,
1-ESS-77-ESS,1797.00,0.39,,,,,,,
1-ESS-77-ESS,1815.00,0.49,,,,,,,
1-ESS-77-ESS,1833.00,0.49,,,,,,,
1-ESS-77-ESS,1851.00,0.42,,,,,,,
1-ESS-77-ESS,1959.00,0.64,,,,,,,
1-ESS-77-ESS,2265.00,0.75,,,,,,,
1-ESS-77-ESS,3111.00,0.68,,,,,,,
1-ESS-77-ESS,3129.00,0.54,,,,,,,
1-ESS-77-ESS,3147.00,0.47,,,,,,,
1-ESS-77-ESS,3165.00,0.42,,,,,,,
1-ESS-77-ESS,3183.00,0.38,,,,,,,
1-ESS-77-ESS,3201.00,0.35,,,,,,,
1-ESS-77-ESS,3219.00,0.40,,,,,,,
1-ESS-77-ESS,3237.00,0.65,,,,,,,
1-ESS-77-ESS,3255.00,0.38,,,,,,,
1-ESS-77-ESS,3273.00,0.21,,,,,,,
1-ESS-77-ESS,3291.00,0.29,,,,,,,
1-ESS-77-ESS,3309.00,0.68,,,,,,,
1-ESS-77-ESS,3327.00,0.49,,,,,,,
1-ESS-77-ESS,3345.00,0.39,,,,,,,
1-ESS-77-ESS,3363.00,0.36,,,,,,,
1-ESS-77-ESS,3381.00,0.34,,,,,,,
1-ESS-77-ESS,3399.00,0.32,,,,,,,
1-ESS-77-ESS,3417.00,0.27,,,,,,,
1-ESS-77-ESS,3435.00,0.20,,,,,,,
1-ESS-77-ESS,3453.00,0.18,,,,,,,
1-ESS-77-ESS,3471.00,0.17,,,,,,,
1-ESS-77-ESS,3489.00,0.15,,,,,,,
1-ESS-77-ESS,3495.00,0.25,,,,,,,
1-ESS-77-ESS,3507.00,0.44,,,,,,,
1-ESS-77-ESS,3513.00,0.70,0.10,0.59,1.65,434.00,,84.29,235.71
1-ESS-77-ESS,3525.00,0.41,,,,,,,
1-ESS-77-ESS,3531.00,0.37,,,,,,,
1-ESS-77-ESS,3543.00,0.25,,,,,,,
1-ESS-77-ESS,3549.00,0.34,,,,,,,
1-ESS-77-ESS,3558.00,0.33,,,,,,,
1-ESS-77-ESS,3567.00,0.46,,,,,,,
1-ESS-77-ESS,3585.00,0.35,,,,,,,
1-ESS-77-ESS,3603.00,0.32,,,,,,,
1-ESS-77-ESS,3621.00,0.30,,,,,,,
1-ESS-77-ESS,3639.00,0.26,,,,,,,
1-ESS-77-ESS,3657.00,0.26,,,,,,,
1-ESS-77-ESS,3675.00,0.23,,,,,,,
1-ESS-77-ESS,3693.00,0.26,,,,,,,
1-ESS-77-ESS,3711.00,0.33,,,,,,,
1-ESS-77-ESS,3729.00,0.30,,,,,,,
1-ESS-77-ESS,3747.00,0.28,,,,,,,
1-ESS-77-ESS,3765.00,0.37,,,,,,,
1-ESS-77-ESS,3783.00,0.53,0.11,0.58,2.33,401.00,,109.43,439.62
1-ESS-77-ESS,3801.00,0.38,,,,,,,
1-ESS-77-ESS,3819.00,0.37,,,,,,,
1-ESS-77-ESS,3837.00,0.38,,,,,,,
1-ESS-77-ESS,3855.00,0.41,,,,,,,
1-ESS-77-ESS,3873.00,0.23,,,,,,,
1-ESS-77-ESS,3891.00,0.23,,,,,,,
1-ESS-77-ESS,3909.00,0.29,,,,,,,
1-ESS-77-ESS,3927.00,0.27,,,,,,,
1-ESS-77-ESS,3945.00,0.49,,,,,,,
1-ESS-77-ESS,3963.00,0.39,,,,,,,
1-ESS-77-ESS,3981.00,0.42,,,,,,,
1-ESS-77-ESS,3999.00,0.39,,,,,,,
1-ESS-77-ESS,4017.00,0.41,,,,,,,
1-ESS-77-ESS,4035.00,0.28,,,,,,,
1-ESS-77-ESS,4053.00,0.32,,,,,,,
1-ESS-77-ESS,4071.00,0.43,,,,,,,
1-ESS-77-ESS,4089.00,0.47,,,,,,,
1-ESS-77-ESS,4107.00,0.49,,,,,,,
1-ESS-77-ESS,4125.00,0.48,,,,,,,
1-ESS-77-ESS,4143.00,0.52,0.06,0.05,1.31,427.00,,9.62,251.92
1-ESS-77-ESS,4161.00,0.55,0.07,0.06,1.28,324.00,,10.91,232.73
1-ESS-77-ESS,4179.00,0.53,0.05,0.10,1.49,402.00,,18.87,281.13
1-ESS-77-ESS,4197.00,0.50,0.07,0.05,1.59,436.00,,10.00,318.00
1-ESS-77-ESS,4215.00,0.49,0.07,0.08,1.47,343.00,,16.33,300.00
1-ESS-77-ESS,4233.00,0.49,0.05,0.02,1.47,322.00,,4.08,300.00
1-ESS-77-ESS,4251.00,0.48,0.07,0.07,1.77,354.00,,14.58,368.75
1-ESS-77-ESS,4269.00,0.39,,,,,,,
1-ESS-77-ESS,4287.00,0.41,,,,,,,
1-ESS-77-ESS,4305.00,0.47,,,,,,,
1-ESS-77-ESS,4323.00,0.32,,,,,,,
1-ESS-77-ESS,4341.00,0.47,,,,,,,
1-ESS-81-ES,1598.00,0.70,,,,,,,
1-ESS-81-ES,1616.00,0.68,,,,,,,
1-ESS-81-ES,1634.00,0.95,0.16,1.67,1.93,433.00,,175.79,203.16
1-ESS-81-ES,1652.00,1.22,0.20,1.98,2.18,434.00,,162.30,178.69
1-ESS-81-ES,1670.00,1.08,0.16,1.47,2.03,431.00,,136.11,187.96
1-ESS-81-ES,1688.00,1.09,0.08,0.94,2.02,436.00,,86.24,185.32
1-ESS-81-ES,1706.00,1.03,0.12,1.32,1.94,434.00,,128.16,188.35
1-ESS-81-ES,1724.00,1.05,0.10,1.05,2.00,437.00,,100.00,190.48
1-ESS-81-ES,1742.00,0.93,0.23,1.53,1.69,433.00,,164.52,181.72
1-ESS-81-ES,1778.00,0.77,,,,,,,
1-ESS-81-ES,1796.00,0.85,0.06,0.75,1.61,433.00,,88.24,189.41
1-ESS-81-ES,1814.00,0.86,0.12,0.96,2.02,432.00,,111.63,234.88
1-ESS-81-ES,1832.00,0.81,,,,,,,
1-ESS-81-ES,1850.00,0.82,,,,,,,
1-ESS-81-ES,1868.00,0.90,0.10,0.96,1.79,430.00,,106.67,198.89
1-ESS-81-ES,1886.00,1.23,0.15,1.62,1.86,437.00,,131.71,151.22
1-ESS-81-ES,1904.00,1.32,0.17,2.18,2.12,433.00,,165.15,160.61
1-ESS-81-ES,1922.00,1.30,0.12,1.98,1.99,434.00,,152.31,153.08
1-ESS-81-ES,1940.00,1.29,0.17,2.06,2.18,435.00,,159.69,168.99
1-ESS-81-ES,1958.00,1.31,0.12,1.70,2.20,436.00,,129.77,167.94
1-ESS-81-ES,1976.00,1.04,0.11,1.25,1.35,433.00,,120.19,129.81
1-ESS-81-ES,1994.00,0.93,0.13,1.02,1.81,429.00,,109.68,194.62
1-ESS-81-ES,2012.00,0.96,0.12,1.17,2.01,431.00,,121.88,209.38
1-ESS-81-ES,2030.00,0.88,0.08,0.61,2.56,434.00,,69.32,290.91
1-ESS-81-ES,2048.00,0.85,0.12,0.87,2.24,430.00,,102.35,263.53
1-ESS-81-ES,2066.00,0.93,0.08,0.84,2.56,433.00,,90.32,275.27
1-ESS-81-ES,2084.00,0.92,0.10,1.01,2.01,430.00,,109.78,218.48
1-ESS-81-ES,2102.00,0.93,0.11,1.22,1.85,434.00,,131.18,198.92
1-ESS-81-ES,2372.00,0.90,0.12,1.16,2.07,433.00,,128.89,230.00
1-ESS-81-ES,2390.00,0.98,0.12,1.38,1.95,436.00,,140.82,198.98
1-ESS-81-ES,2408.00,0.92,0.12,1.12,1.78,435.00,,121.74,193.48
1-ESS-81-ES,2426.00,0.93,0.08,1.00,2.04,435.00,,107.53,219.35
1-ESS-81-ES,2462.00,0.95,0.09,0.77,1.88,435.00,,81.05,197.89
1-ESS-81-ES,2480.00,1.04,0.11,0.85,1.99,432.00,,81.73,191.35
1-ESS-81-ES,2498.00,0.87,0.13,0.95,1.67,432.00,,109.20,191.95
1-ESS-81-ES,2516.00,0.85,0.12,0.83,1.64,430.00,,97.65,192.94
1-ESS-81-ES,2534.00,0.86,0.15,0.93,1.50,431.00,,108.14,174.42
1-ESS-81-ES,2552.00,0.82,,,,,,,
1-ESS-81-ES,2588.00,0.65,,,,,,,
